Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.9865        -332.1886    -334.9547       2.7660   293.1
0.9870        -332.1915    -334.9043       2.7128   287.5
0.9875        -332.1936    -334.8642       2.6706   283.0
0.9880        -332.1958    -334.8407       2.6449   280.3
0.9885        -332.1973    -334.8342       2.6369   279.5
0.9890        -332.1979    -334.8447       2.6468   280.5
0.9895        -332.1978    -334.8752       2.6774   283.7
0.9900        -332.1978    -334.9295       2.7317   289.5
0.9905        -332.1977    -335.0040       2.8063   297.4
0.9910        -332.1974    -335.0867       2.8893   306.2
0.9915        -332.1974    -335.1581       2.9607   313.8
0.9920        -332.1957    -335.1943       2.9986   317.8
0.9925        -332.1925    -335.1871       2.9946   317.4
0.9930        -332.1882    -335.1482       2.9600   313.7
0.9935        -332.1834    -335.1011       2.9177   309.2
0.9940        -332.1791    -335.0712       2.8922   306.5
0.9945        -332.1752    -335.0727       2.8974   307.1
0.9950        -332.1717    -335.1047       2.9329   310.8
0.9955        -332.1682    -335.1531       2.9849   316.3
0.9960        -332.1639    -335.1975       3.0336   321.5
0.9965        -332.1585    -335.2238       3.0653   324.9
0.9970        -332.1518    -335.2317       3.0799   326.4
0.9975        -332.1453    -335.2334       3.0881   327.3
0.9980        -332.1386    -335.2401       3.1015   328.7
0.9985        -332.1321    -335.2599       3.1279   331.5
0.9990        -332.1255    -335.2956       3.1701   336.0
0.9995        -332.1191    -335.3469       3.2278   342.1
1.0000        -332.1128    -335.4100       3.2972   349.4
1.0005        -332.1068    -335.4746       3.3678   356.9
1.0010        -332.1006    -335.5254       3.4248   363.0
1.0015        -332.0939    -335.5495       3.4555   366.2
1.0020        -332.0868    -335.5432       3.4563   366.3
1.0025        -332.0793    -335.5139       3.4346   364.0
1.0030        -332.0725    -335.4754       3.4028   360.6
1.0035        -332.0663    -335.4398       3.3735   357.5
1.0040        -332.0607    -335.4146       3.3539   355.4
1.0045        -332.0555    -335.3986       3.3431   354.3
1.0050        -332.0509    -335.3842       3.3333   353.3
1.0055        -332.0460    -335.3607       3.3147   351.3
1.0060        -332.0406    -335.3256       3.2850   348.1
1.0065        -332.0356    -335.2818       3.2462   344.0
1.0070        -332.0300    -335.2336       3.2036   339.5
1.0075        -332.0245    -335.1902       3.1657   335.5
1.0080        -332.0186    -335.1606       3.1420   333.0
1.0085        -332.0127    -335.1563       3.1436   333.2
1.0090        -332.0072    -335.1853       3.1780   336.8
1.0095        -332.0023    -335.2476       3.2452   343.9
1.0100        -331.9975    -335.3332       3.3357   353.5
1.0105        -331.9929    -335.4255       3.4326   363.8
1.0110        -331.9881    -335.5069       3.5188   372.9
1.0115        -331.9830    -335.5628       3.5798   379.4
1.0120        -331.9777    -335.5856       3.6079   382.4
1.0125        -331.9721    -335.5788       3.6067   382.2
1.0130        -331.9667    -335.5580       3.5914   380.6
1.0135        -331.9623    -335.5418       3.5795   379.3
1.0140        -331.9585    -335.5419       3.5834   379.8
1.0145        -331.9561    -335.5640       3.6079   382.4
1.0150        -331.9548    -335.6022       3.6474   386.5
1.0155        -331.9545    -335.6390       3.6845   390.5
1.0160        -331.9545    -335.6508       3.6963   391.7
1.0165        -331.9538    -335.6198       3.6660   388.5
1.0170        -331.9525    -335.5453       3.5928   380.8
1.0175        -331.9509    -335.4459       3.4950   370.4
1.0180        -331.9500    -335.3525       3.4025   360.6
1.0185        -331.9496    -335.2929       3.3434   354.3
1.0190        -331.9508    -335.2843       3.3335   353.3
1.0195        -331.9528    -335.3245       3.3717   357.3
1.0200        -331.9553    -335.3972       3.4419   364.8
1.0205        -331.9580    -335.4793       3.5213   373.2
1.0210        -331.9606    -335.5486       3.5880   380.2
1.0215        -331.9633    -335.5924       3.6291   384.6
1.0220        -331.9651    -335.6076       3.6425   386.0
1.0225        -331.9680    -335.6043       3.6363   385.4
1.0230        -331.9710    -335.5953       3.6242   384.1
1.0235        -331.9753    -335.5940       3.6187   383.5
1.0240        -331.9802    -335.6058       3.6256   384.2
1.0245        -331.9865    -335.6280       3.6414   385.9
1.0250        -331.9932    -335.6472       3.6541   387.2
1.0255        -332.0006    -335.6500       3.6494   386.8
1.0260        -332.0079    -335.6246       3.6168   383.3
1.0265        -332.0149    -335.5676       3.5527   376.5
1.0270        -332.0212    -335.4871       3.4659   367.3
1.0275        -332.0275    -335.4033       3.3758   357.8
1.0280        -332.0339    -335.3403       3.3064   350.4
1.0285        -332.0408    -335.3188       3.2780   347.4
1.0290        -332.0484    -335.3515       3.3030   350.0
1.0295        -332.0576    -335.4373       3.3797   358.2
1.0300        -332.0680    -335.5557       3.4878   369.6
1.0305        -332.0788    -335.6746       3.5958   381.1
1.0310        -332.0898    -335.7624       3.6726   389.2
1.0315        -332.1002    -335.7981       3.6979   391.9
1.0320        -332.1098    -335.7820       3.6722   389.2
1.0325        -332.1192    -335.7342       3.6150   383.1
1.0330        -332.1296    -335.6836       3.5540   376.6
1.0335        -332.1401    -335.6559       3.5159   372.6
1.0340        -332.1522    -335.6699       3.5177   372.8
1.0345        -332.1661    -335.7253       3.5592   377.2
1.0350        -332.1814    -335.8019       3.6206   383.7
1.0355        -332.1973    -335.8687       3.6714   389.1
1.0360        -332.2129    -335.8964       3.6835   390.4
1.0365        -332.2281    -335.8682       3.6400   385.8
1.0370        -332.2422    -335.7845       3.5423   375.4
1.0375        -332.2556    -335.6662       3.4106   361.4
1.0380        -332.2688    -335.5434       3.2746   347.0
1.0385        -332.2815    -335.4444       3.1629   335.2
1.0390        -332.2943    -335.3927       3.0984   328.4
1.0395        -332.3076    -335.4014       3.0937   327.9
1.0400        -332.3219    -335.4690       3.1471   333.5
1.0405        -332.3369    -335.5791       3.2422   343.6
1.0410        -332.3525    -335.7060       3.3536   355.4
1.0415        -332.3684    -335.8230       3.4546   366.1
1.0420        -332.3842    -335.9067       3.5224   373.3
1.0425        -332.3999    -335.9459       3.5460   375.8
1.0430        -332.4151    -335.9438       3.5287   374.0
1.0435        -332.4300    -335.9160       3.4860   369.4
1.0440        -332.4443    -335.8887       3.4444   365.0
1.0445        -332.4599    -335.8918       3.4320   363.7
1.0450        -332.4774    -335.9404       3.4631   367.0
1.0455        -332.4967    -336.0258       3.5291   374.0
1.0460        -332.5177    -336.1172       3.5995   381.5
1.0465        -332.5387    -336.1713       3.6327   385.0
1.0470        -332.5578    -336.1566       3.5988   381.4
1.0475        -332.5758    -336.0738       3.4981   370.7
1.0480        -332.5926    -335.9483       3.3557   355.6
1.0485        -332.6086    -335.8182       3.2095   340.1
1.0490        -332.6248    -335.7182       3.0935   327.8
1.0495        -332.6415    -335.6669       3.0254   320.6
1.0500        -332.6586    -335.6645       3.0060   318.6
1.0505        -332.6754    -335.6987       3.0232   320.4
1.0510        -332.6923    -335.7533       3.0609   324.4
1.0515        -332.7090    -335.8110       3.1020   328.7
1.0520        -332.7256    -335.8562       3.1306   331.8
1.0525        -332.7414    -335.8774       3.1360   332.3
1.0530        -332.7566    -335.8731       3.1164   330.3
1.0535        -332.7711    -335.8508       3.0797   326.4
1.0540        -332.7853    -335.8243       3.0391   322.1
1.0545        -332.7996    -335.8060       3.0064   318.6
1.0550        -332.8135    -335.8008       2.9873   316.6
1.0555        -332.8278    -335.8095       2.9817   316.0
1.0560        -332.8422    -335.8258       2.9836   316.2
1.0565        -332.8565    -335.8365       2.9799   315.8
1.0570        -332.8705    -335.8248       2.9543   313.1
1.0575        -332.8831    -335.7774       2.8943   306.7
1.0580        -332.8938    -335.6931       2.7994   296.7
1.0585        -332.9028    -335.5885       2.6858   284.6
1.0590        -332.9107    -335.4910       2.5803   273.4
1.0595        -332.9185    -335.4276       2.5090   265.9
1.0600        -332.9265    -335.4121       2.4857   263.4
1.0605        -332.9346    -335.4407       2.5061   265.6
1.0610        -332.9422    -335.4965       2.5543   270.7
1.0615        -332.9489    -335.5595       2.6105   276.7
1.0620        -332.9548    -335.6131       2.6583   281.7
1.0625        -332.9597    -335.6484       2.6887   284.9
1.0630        -332.9632    -335.6659       2.7027   286.4
1.0635        -332.9658    -335.6763       2.7105   287.2
1.0640        -332.9679    -335.6960       2.7281   289.1
1.0645        -332.9703    -335.7410       2.7707   293.6
1.0650        -332.9730    -335.8163       2.8433   301.3
1.0655        -332.9758    -335.9132       2.9374   311.3
1.0660        -332.9787    -336.0150       3.0363   321.8
1.0665        -332.9808    -336.1024       3.1216   330.8
1.0670        -332.9831    -336.1588       3.1756   336.5
1.0675        -332.9847    -336.1690       3.1842   337.5
1.0680        -332.9850    -336.1281       3.1431   333.1
1.0685        -332.9845    -336.0474       3.0629   324.6
1.0690        -332.9833    -335.9502       2.9669   314.4
1.0695        -332.9815    -335.8669       2.8853   305.8
1.0700        -332.9809    -335.8246       2.8437   301.4
1.0705        -332.9813    -335.8292       2.8479   301.8
1.0710        -332.9819    -335.8638       2.8819   305.4
1.0715        -332.9819    -335.8990       2.9171   309.1
1.0720        -332.9799    -335.9100       2.9300   310.5
1.0725        -332.9770    -335.8910       2.9140   308.8
1.0730        -332.9734    -335.8496       2.8762   304.8
1.0735        -332.9693    -335.8014       2.8321   300.1
1.0740        -332.9655    -335.7617       2.7962   296.3
1.0745        -332.9616    -335.7392       2.7776   294.4
1.0750        -332.9576    -335.7370       2.7794   294.6
1.0755        -332.9533    -335.7531       2.7997   296.7
1.0760        -332.9485    -335.7815       2.8330   300.2
1.0765        -332.9433    -335.8148       2.8714   304.3
1.0770        -332.9378    -335.8433       2.9055   307.9
1.0775        -332.9317    -335.8556       2.9239   309.9
1.0780        -332.9248    -335.8407       2.9158   309.0
1.0785        -332.9172    -335.7920       2.8748   304.7
1.0790        -332.9079    -335.7139       2.8060   297.4
1.0795        -332.8976    -335.6278       2.7302   289.3
1.0800        -332.8872    -335.5656       2.6784   283.9
1.0805        -332.8777    -335.5541       2.6764   283.6
1.0810        -332.8696    -335.5972       2.7276   289.1
1.0815        -332.8616    -335.6693       2.8077   297.5
1.0820        -332.8521    -335.7321       2.8801   305.2
1.0825        -332.8405    -335.7575       2.9170   309.1
1.0830        -332.8271    -335.7387       2.9116   308.6
1.0835        -332.8129    -335.6894       2.8765   304.8
1.0840        -332.7986    -335.6324       2.8338   300.3
1.0845        -332.7844    -335.5901       2.8057   297.3
1.0850        -332.7702    -335.5798       2.8096   297.8
1.0855        -332.7560    -335.6109       2.8549   302.6
1.0860        -332.7424    -335.6806       2.9381   311.4
1.0865        -332.7284    -335.7701       3.0417   322.4
1.0870        -332.7131    -335.8543       3.1412   332.9
1.0875        -332.6963    -335.9124       3.2161   340.8
1.0880        -332.6782    -335.9378       3.2596   345.4
1.0885        -332.6594    -335.9398       3.2804   347.6
1.0890        -332.6406    -335.9347       3.2941   349.1
1.0895        -332.6225    -335.9362       3.3137   351.2
1.0900        -332.6050    -335.9483       3.3433   354.3
1.0905        -332.5877    -335.9650       3.3773   357.9
1.0910        -332.5699    -335.9747       3.4048   360.8
1.0915        -332.5514    -335.9715       3.4201   362.4
1.0920        -332.5328    -335.9627       3.4299   363.5
1.0925        -332.5140    -335.9622       3.4482   365.4
1.0930        -332.4964    -335.9826       3.4862   369.5
1.0935        -332.4793    -336.0262       3.5469   375.9
1.0940        -332.4624    -336.0864       3.6240   384.1
1.0945        -332.4458    -336.1541       3.7082   393.0
1.0950        -332.4291    -336.2215       3.7924   401.9
1.0955        -332.4126    -336.2826       3.8700   410.1
1.0960        -332.3967    -336.3323       3.9356   417.1
1.0965        -332.3824    -336.3658       3.9834   422.1
1.0970        -332.3690    -336.3710       4.0020   424.1
1.0975        -332.3560    -336.3354       3.9794   421.7
1.0980        -332.3427    -336.2587       3.9160   415.0
1.0985        -332.3307    -336.1558       3.8252   405.4
1.0990        -332.3192    -336.0484       3.7292   395.2
1.0995        -332.3097    -335.9606       3.6509   386.9
1.1000        -332.3017    -335.9017       3.6000   381.5
1.1005        -332.2949    -335.8650       3.5701   378.4
1.1010        -332.2881    -335.8363       3.5482   376.0
1.1015        -332.2810    -335.8059       3.5249   373.6
1.1020        -332.2738    -335.7756       3.5018   371.1
1.1025        -332.2673    -335.7580       3.4907   369.9
1.1030        -332.2617    -335.7651       3.5034   371.3
1.1035        -332.2579    -335.7975       3.5397   375.1
1.1040        -332.2549    -335.8385       3.5835   379.8
1.1045        -332.2519    -335.8611       3.6092   382.5
1.1050        -332.2480    -335.8446       3.5966   381.2
1.1055        -332.2436    -335.7868       3.5432   375.5
1.1060        -332.2389    -335.7063       3.4674   367.5
1.1065        -332.2345    -335.6333       3.3988   360.2
1.1070        -332.2313    -335.5953       3.3640   356.5
1.1075        -332.2291    -335.6056       3.3765   357.8
1.1080        -332.2274    -335.6627       3.4353   364.1
1.1085        -332.2268    -335.7543       3.5275   373.8
1.1090        -332.2272    -335.8555       3.6283   384.5
1.1095        -332.2275    -335.9347       3.7072   392.9
1.1100        -332.2282    -335.9650       3.7367   396.0
1.1105        -332.2283    -335.9279       3.6996   392.1
1.1110        -332.2274    -335.8244       3.5970   381.2
1.1115        -332.2254    -335.6804       3.4550   366.2
1.1120        -332.2236    -335.5415       3.3179   351.6
1.1125        -332.2225    -335.4538       3.2313   342.4
1.1130        -332.2231    -335.4510       3.2278   342.1
1.1135        -332.2262    -335.5399       3.3138   351.2
1.1140        -332.2302    -335.6947       3.4646   367.2
1.1145        -332.2355    -335.8702       3.6347   385.2
1.1150        -332.2403    -336.0139       3.7736   399.9
1.1155        -332.2437    -336.0902       3.8464   407.6
1.1160        -332.2463    -336.0954       3.8492   407.9
1.1165        -332.2487    -336.0547       3.8060   403.3
1.1170        -332.2515    -336.0069       3.7554   398.0
1.1175        -332.2568    -335.9891       3.7323   395.5
1.1180        -332.2638    -336.0180       3.7543   397.9
1.1185        -332.2732    -336.0896       3.8164   404.4
1.1190        -332.2833    -336.1799       3.8966   412.9
1.1195        -332.2940    -336.2630       3.9690   420.6
1.1200        -332.3057    -336.3204       4.0147   425.5
1.1205        -332.3179    -336.3426       4.0247   426.5
1.1210        -332.3311    -336.3284       3.9973   423.6
1.1215        -332.3445    -336.2816       3.9371   417.2
1.1220        -332.3582    -336.2158       3.8576   408.8
1.1225        -332.3722    -336.1527       3.7805   400.6
1.1230        -332.3874    -336.1152       3.7278   395.1
1.1235        -332.4049    -336.1153       3.7104   393.2
1.1240        -332.4235    -336.1413       3.7178   394.0
1.1245        -332.4432    -336.1683       3.7251   394.8
1.1250        -332.4632    -336.1688       3.7055   392.7
1.1255        -332.4820    -336.1246       3.6426   386.0
1.1260        -332.4999    -336.0409       3.5411   375.3
1.1265        -332.5169    -335.9418       3.4249   363.0
1.1270        -332.5336    -335.8619       3.3283   352.7
1.1275        -332.5519    -335.8293       3.2774   347.3
1.1280        -332.5714    -335.8449       3.2735   346.9
1.1285        -332.5912    -335.8869       3.2957   349.3
1.1290        -332.6108    -335.9270       3.3162   351.4
1.1295        -332.6295    -335.9442       3.3147   351.3
1.1300        -332.6474    -335.9326       3.2852   348.2
1.1305        -332.6651    -335.8988       3.2336   342.7
1.1310        -332.6827    -335.8514       3.1686   335.8
1.1315        -332.7000    -335.7967       3.0967   328.2
1.1320        -332.7164    -335.7407       3.0243   320.5
1.1325        -332.7313    -335.6933       2.9620   313.9
1.1330        -332.7459    -335.6726       2.9268   310.2
1.1335        -332.7611    -335.6935       2.9324   310.8
1.1340        -332.7773    -335.7563       2.9790   315.7
1.1345        -332.7943    -335.8421       3.0477   323.0
1.1350        -332.8120    -335.9187       3.1067   329.2
1.1355        -332.8283    -335.9526       3.1244   331.1
1.1360        -332.8426    -335.9300       3.0874   327.2
1.1365        -332.8549    -335.8646       3.0097   319.0
1.1370        -332.8659    -335.7923       2.9264   310.1
1.1375        -332.8775    -335.7551       2.8776   305.0
1.1380        -332.8907    -335.7772       2.8864   305.9
1.1385        -332.9053    -335.8498       2.9445   312.0
1.1390        -332.9196    -335.9388       3.0192   320.0
1.1395        -332.9329    -336.0105       3.0776   326.2
1.1400        -332.9450    -336.0473       3.1024   328.8
1.1405        -332.9565    -336.0495       3.0930   327.8
1.1410        -332.9675    -336.0256       3.0582   324.1
1.1415        -332.9784    -335.9860       3.0076   318.7
1.1420        -332.9890    -335.9373       2.9483   312.4
1.1425        -332.9986    -335.8857       2.8871   306.0
1.1430        -333.0071    -335.8435       2.8365   300.6
1.1435        -333.0154    -335.8273       2.8119   298.0
1.1440        -333.0243    -335.8467       2.8224   299.1
1.1445        -333.0336    -335.8959       2.8623   303.3
1.1450        -333.0436    -335.9541       2.9105   308.5
1.1455        -333.0526    -335.9918       2.9392   311.5
1.1460        -333.0599    -335.9903       2.9304   310.6
1.1465        -333.0654    -335.9514       2.8860   305.8
1.1470        -333.0697    -335.8969       2.8272   299.6
1.1475        -333.0732    -335.8589       2.7857   295.2
1.1480        -333.0780    -335.8671       2.7891   295.6
1.1485        -333.0839    -335.9273       2.8433   301.3
1.1490        -333.0905    -336.0200       2.9295   310.5
1.1495        -333.0966    -336.1111       3.0145   319.5
1.1500        -333.1012    -336.1699       3.0687   325.2
1.1505        -333.1043    -336.1861       3.0818   326.6
1.1510        -333.1066    -336.1695       3.0629   324.6
1.1515        -333.1095    -336.1384       3.0289   321.0
1.1520        -333.1124    -336.1035       2.9911   317.0
1.1525        -333.1143    -336.0708       2.9565   313.3
1.1530        -333.1161    -336.0490       2.9329   310.8
1.1535        -333.1174    -336.0465       2.9291   310.4
1.1540        -333.1195    -336.0695       2.9500   312.6
1.1545        -333.1214    -336.1125       2.9911   317.0
1.1550        -333.1237    -336.1623       3.0386   322.0
1.1555        -333.1254    -336.1996       3.0742   325.8
1.1560        -333.1267    -336.2095       3.0829   326.7
1.1565        -333.1271    -336.1857       3.0586   324.1
1.1570        -333.1260    -336.1334       3.0074   318.7
1.1575        -333.1241    -336.0733       2.9492   312.6
1.1580        -333.1221    -336.0356       2.9134   308.8
1.1585        -333.1214    -336.0426       2.9212   309.6
1.1590        -333.1220    -336.0924       2.9704   314.8
1.1595        -333.1226    -336.1580       3.0354   321.7
1.1600        -333.1219    -336.2054       3.0835   326.8
1.1605        -333.1195    -336.2136       3.0941   327.9
1.1610        -333.1158    -336.1844       3.0686   325.2
1.1615        -333.1121    -336.1376       3.0256   320.6
1.1620        -333.1088    -336.0931       2.9843   316.3
1.1625        -333.1057    -336.0609       2.9552   313.2
1.1630        -333.1025    -336.0406       2.9381   311.4
1.1635        -333.0985    -336.0296       2.9311   310.6
1.1640        -333.0940    -336.0307       2.9368   311.2
1.1645        -333.0896    -336.0477       2.9580   313.5
1.1650        -333.0858    -336.0767       2.9910   317.0
1.1655        -333.0819    -336.1032       3.0212   320.2
1.1660        -333.0771    -336.1077       3.0306   321.2
1.1665        -333.0709    -336.0813       3.0105   319.0
1.1670        -333.0640    -336.0325       2.9685   314.6
1.1675        -333.0567    -335.9792       2.9225   309.7
1.1680        -333.0499    -335.9390       2.8890   306.2
1.1685        -333.0432    -335.9200       2.8768   304.9
1.1690        -333.0365    -335.9219       2.8854   305.8
1.1695        -333.0293    -335.9381       2.9089   308.3
1.1700        -333.0213    -335.9614       2.9401   311.6
1.1705        -333.0132    -335.9850       2.9718   314.9
1.1710        -333.0042    -336.0023       2.9980   317.7
1.1715        -332.9947    -336.0126       3.0178   319.8
1.1720        -332.9857    -336.0138       3.0281   320.9
1.1725        -332.9758    -335.9964       3.0207   320.1
1.1730        -332.9647    -335.9572       2.9925   317.1
1.1735        -332.9531    -335.9037       2.9505   312.7
1.1740        -332.9409    -335.8528       2.9119   308.6
1.1745        -332.9290    -335.8275       2.8985   307.2
1.1750        -332.9179    -335.8419       2.9240   309.9
1.1755        -332.9076    -335.8931       2.9855   316.4
1.1760        -332.8976    -335.9605       3.0629   324.6
1.1765        -332.8860    -336.0152       3.1293   331.6
1.1770        -332.8732    -336.0399       3.1667   335.6
1.1775        -332.8594    -336.0316       3.1723   336.2
1.1780        -332.8448    -336.0013       3.1565   334.5
1.1785        -332.8306    -335.9675       3.1369   332.4
1.1790        -332.8168    -335.9444       3.1276   331.5
1.1795        -332.8032    -335.9364       3.1332   332.0
1.1800        -332.7894    -335.9423       3.1529   334.1
1.1805        -332.7750    -335.9599       3.1850   337.5
1.1810        -332.7604    -335.9905       3.2301   342.3
1.1815        -332.7460    -336.0340       3.2880   348.5
1.1820        -332.7321    -336.0821       3.3500   355.0
1.1825        -332.7182    -336.1156       3.3974   360.0
1.1830        -332.7035    -336.1152       3.4117   361.6
1.1835        -332.6878    -336.0751       3.3873   359.0
1.1840        -332.6711    -336.0073       3.3362   353.6
1.1845        -332.6554    -335.9404       3.2850   348.1
1.1850        -332.6397    -335.9023       3.2626   345.8
1.1855        -332.6258    -335.9148       3.2890   348.6
1.1860        -332.6126    -335.9801       3.3676   356.9
1.1865        -332.5998    -336.0820       3.4822   369.0
1.1870        -332.5875    -336.1922       3.6047   382.0
1.1875        -332.5745    -336.2782       3.7037   392.5
1.1880        -332.5613    -336.3162       3.7550   397.9
1.1885        -332.5474    -336.2960       3.7487   397.3
1.1890        -332.5337    -336.2233       3.6897   391.0
1.1895        -332.5197    -336.1163       3.5966   381.2
1.1900        -332.5065    -336.0049       3.4984   370.8
1.1905        -332.4941    -335.9218       3.4277   363.3
1.1910        -332.4833    -335.8942       3.4109   361.5
1.1915        -332.4742    -335.9275       3.4532   366.0
1.1920        -332.4666    -335.9991       3.5325   374.4
1.1925        -332.4586    -336.0686       3.6099   382.6
1.1930        -332.4499    -336.1007       3.6509   386.9
1.1935        -332.4400    -336.0806       3.6406   385.8
1.1940        -332.4305    -336.0133       3.5828   379.7
1.1945        -332.4213    -335.9139       3.4926   370.1
1.1950        -332.4127    -335.8035       3.3907   359.3
1.1955        -332.4042    -335.7041       3.2999   349.7
1.1960        -332.3967    -335.6374       3.2407   343.4
1.1965        -332.3900    -335.6158       3.2258   341.9
1.1970        -332.3839    -335.6396       3.2557   345.0
1.1975        -332.3786    -335.6963       3.3178   351.6
1.1980        -332.3738    -335.7612       3.3873   359.0
1.1985        -332.3683    -335.8041       3.4358   364.1
1.1990        -332.3614    -335.8055       3.4441   365.0
1.1995        -332.3542    -335.7662       3.4120   361.6
1.2000        -332.3463    -335.7014       3.3551   355.6
1.2005        -332.3387    -335.6382       3.2995   349.7
1.2010        -332.3330    -335.5992       3.2662   346.1
1.2015        -332.3279    -335.5862       3.2583   345.3
1.2020        -332.3226    -335.5897       3.2671   346.2
1.2025        -332.3170    -335.5997       3.2827   347.9
1.2030        -332.3112    -335.6112       3.3000   349.7
1.2035        -332.3055    -335.6230       3.3174   351.6
1.2040        -332.3002    -335.6308       3.3306   353.0
1.2045        -332.2949    -335.6283       3.3334   353.3
1.2050        -332.2894    -335.6119       3.3225   352.1
1.2055        -332.2834    -335.5849       3.3015   349.9
1.2060        -332.2775    -335.5561       3.2786   347.5
1.2065        -332.2721    -335.5338       3.2618   345.7
1.2070        -332.2669    -335.5223       3.2554   345.0
1.2075        -332.2625    -335.5187       3.2561   345.1
1.2080        -332.2585    -335.5116       3.2531   344.8
1.2085        -332.2538    -335.4871       3.2333   342.7
1.2090        -332.2479    -335.4386       3.1907   338.1
1.2095        -332.2415    -335.3757       3.1342   332.2
1.2100        -332.2351    -335.3176       3.0825   326.7
1.2105        -332.2297    -335.2815       3.0518   323.4
1.2110        -332.2247    -335.2702       3.0455   322.8
1.2115        -332.2198    -335.2739       3.0540   323.7
1.2120        -332.2145    -335.2793       3.0648   324.8
1.2125        -332.2083    -335.2767       3.0684   325.2
1.2130        -332.2017    -335.2636       3.0619   324.5
1.2135        -332.1946    -335.2426       3.0481   323.0
1.2140        -332.1874    -335.2202       3.0328   321.4
1.2145        -332.1801    -335.2018       3.0217   320.2
1.2150        -332.1724    -335.1918       3.0194   320.0
1.2155        -332.1642    -335.1971       3.0329   321.4
1.2160        -332.1557    -335.2263       3.0706   325.4
1.2165        -332.1477    -335.2847       3.1370   332.5
1.2170        -332.1407    -335.3669       3.2262   341.9
1.2175        -332.1335    -335.4511       3.3175   351.6
1.2180        -332.1256    -335.5099       3.3843   358.7
1.2185        -332.1164    -335.5259       3.4095   361.3
1.2190        -332.1058    -335.5009       3.3951   359.8
1.2195        -332.0954    -335.4555       3.3601   356.1
1.2200        -332.0859    -335.4140       3.3281   352.7
1.2205        -332.0774    -335.3910       3.3136   351.2
1.2210        -332.0693    -335.3876       3.3183   351.7
1.2215        -332.0609    -335.3992       3.3383   353.8
1.2220        -332.0529    -335.4220       3.3691   357.0
1.2225        -332.0453    -335.4496       3.4044   360.8
1.2230        -332.0376    -335.4729       3.4353   364.1
1.2235        -332.0301    -335.4826       3.4525   365.9
1.2240        -332.0225    -335.4724       3.4499   365.6
1.2245        -332.0149    -335.4421       3.4272   363.2
1.2250        -332.0072    -335.3977       3.3906   359.3
1.2255        -331.9996    -335.3513       3.3518   355.2
1.2260        -331.9925    -335.3166       3.3241   352.3
1.2265        -331.9863    -335.3014       3.3151   351.3
1.2270        -331.9803    -335.3049       3.3246   352.3
1.2275        -331.9744    -335.3222       3.3478   354.8
1.2280        -331.9681    -335.3489       3.3808   358.3
1.2285        -331.9624    -335.3849       3.4225   362.7
1.2290        -331.9575    -335.4252       3.4677   367.5
1.2295        -331.9528    -335.4556       3.5028   371.2
1.2300        -331.9477    -335.4595       3.5119   372.2
1.2305        -331.9423    -335.4282       3.4858   369.4
1.2310        -331.9366    -335.3661       3.4295   363.4
1.2315        -331.9308    -335.2887       3.3578   355.9
1.2320        -331.9254    -335.2130       3.2875   348.4
1.2325        -331.9204    -335.1546       3.2342   342.7
1.2330        -331.9163    -335.1237       3.2074   339.9
1.2335        -331.9124    -335.1208       3.2083   340.0
1.2340        -331.9088    -335.1397       3.2309   342.4
1.2345        -331.9051    -335.1709       3.2658   346.1
1.2350        -331.9009    -335.2056       3.3047   350.2
1.2355        -331.8968    -335.2382       3.3413   354.1
1.2360        -331.8927    -335.2630       3.3703   357.2
1.2365        -331.8885    -335.2762       3.3877   359.0
1.2370        -331.8840    -335.2795       3.3955   359.8
1.2375        -331.8795    -335.2828       3.4034   360.7
1.2380        -331.8759    -335.2978       3.4219   362.6
1.2385        -331.8736    -335.3236       3.4500   365.6
1.2390        -331.8716    -335.3426       3.4711   367.9
1.2395        -331.8684    -335.3361       3.4677   367.5
1.2400        -331.8646    -335.3024       3.4378   364.3
1.2405        -331.8605    -335.2576       3.3971   360.0
1.2410        -331.8569    -335.2251       3.3682   357.0
1.2415        -331.8544    -335.2220       3.3676   356.9
1.2420        -331.8533    -335.2494       3.3962   359.9
1.2425        -331.8525    -335.2917       3.4392   364.5
1.2430        -331.8518    -335.3253       3.4735   368.1
1.2435        -331.8507    -335.3313       3.4807   368.9
1.2440        -331.8491    -335.3041       3.4549   366.1
1.2445        -331.8474    -335.2529       3.4055   360.9
1.2450        -331.8464    -335.1933       3.3469   354.7
1.2455        -331.8456    -335.1331       3.2875   348.4
1.2460        -331.8451    -335.0774       3.2323   342.6
1.2465        -331.8435    -335.0336       3.1901   338.1
1.2470        -331.8420    -335.0186       3.1766   336.7
1.2475        -331.8418    -335.0478       3.2060   339.8
1.2480        -331.8440    -335.1146       3.2706   346.6
1.2485        -331.8465    -335.1790       3.3325   353.2
1.2490        -331.8479    -335.1929       3.3450   354.5
1.2495        -331.8464    -335.1306       3.2841   348.0
1.2500        -331.8433    -335.0063       3.1630   335.2
1.2505        -331.8400    -334.8619       3.0219   320.3
1.2510        -331.8378    -334.7386       2.9007   307.4
1.2515        -331.8357    -334.6607       2.8249   299.4
1.2520        -331.8342    -334.6409       2.8066   297.4
1.2525        -331.8329    -334.6770       2.8441   301.4
1.2530        -331.8322    -334.7543       2.9221   309.7
1.2535        -331.8307    -334.8469       3.0162   319.6
1.2540        -331.8290    -334.9298       3.1007   328.6
1.2545        -331.8261    -334.9809       3.1548   334.3
