Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4625        -331.9070    -335.1646       3.2576   345.2
1.4630        -331.9075    -335.1353       3.2278   342.1
1.4635        -331.9092    -335.1437       3.2345   342.8
1.4640        -331.9117    -335.1819       3.2701   346.6
1.4645        -331.9145    -335.2268       3.3123   351.0
1.4650        -331.9163    -335.2532       3.3369   353.6
1.4655        -331.9171    -335.2523       3.3351   353.4
1.4660        -331.9174    -335.2333       3.3159   351.4
1.4665        -331.9181    -335.2147       3.2966   349.4
1.4670        -331.9195    -335.2106       3.2911   348.8
1.4675        -331.9211    -335.2235       3.3024   350.0
1.4680        -331.9231    -335.2506       3.3275   352.6
1.4685        -331.9251    -335.2870       3.3620   356.3
1.4690        -331.9275    -335.3295       3.4020   360.5
1.4695        -331.9303    -335.3725       3.4423   364.8
1.4700        -331.9334    -335.4081       3.4747   368.2
1.4705        -331.9364    -335.4270       3.4905   369.9
1.4710        -331.9397    -335.4230       3.4833   369.2
1.4715        -331.9423    -335.3956       3.4533   366.0
1.4720        -331.9446    -335.3561       3.4116   361.5
1.4725        -331.9471    -335.3248       3.3777   358.0
1.4730        -331.9503    -335.3215       3.3712   357.3
1.4735        -331.9548    -335.3552       3.4004   360.4
1.4740        -331.9604    -335.4169       3.4565   366.3
1.4745        -331.9667    -335.4853       3.5187   372.9
1.4750        -331.9726    -335.5349       3.5623   377.5
1.4755        -331.9775    -335.5498       3.5722   378.6
1.4760        -331.9819    -335.5355       3.5537   376.6
1.4765        -331.9863    -335.5140       3.5277   373.9
1.4770        -331.9927    -335.5088       3.5161   372.6
1.4775        -331.9996    -335.5266       3.5269   373.8
1.4780        -332.0074    -335.5629       3.5555   376.8
1.4785        -332.0151    -335.6086       3.5935   380.8
1.4790        -332.0238    -335.6581       3.6343   385.2
1.4795        -332.0333    -335.7043       3.6710   389.0
1.4800        -332.0439    -335.7346       3.6907   391.1
1.4805        -332.0547    -335.7325       3.6777   389.8
1.4810        -332.0650    -335.6887       3.6238   384.0
1.4815        -332.0744    -335.6118       3.5374   374.9
1.4820        -332.0839    -335.5262       3.4424   364.8
1.4825        -332.0932    -335.4608       3.3676   356.9
1.4830        -332.1035    -335.4392       3.3357   353.5
1.4835        -332.1146    -335.4725       3.3580   355.9
1.4840        -332.1275    -335.5566       3.4291   363.4
1.4845        -332.1422    -335.6650       3.5227   373.3
1.4850        -332.1575    -335.7542       3.5967   381.2
1.4855        -332.1722    -335.7831       3.6109   382.7
1.4860        -332.1848    -335.7334       3.5485   376.1
1.4865        -332.1957    -335.6236       3.4279   363.3
1.4870        -332.2055    -335.5014       3.2959   349.3
1.4875        -332.2161    -335.4215       3.2054   339.7
1.4880        -332.2288    -335.4192       3.1904   338.1
1.4885        -332.2438    -335.4928       3.2490   344.3
1.4890        -332.2596    -335.6081       3.3485   354.9
1.4895        -332.2758    -335.7196       3.4438   365.0
1.4900        -332.2912    -335.7848       3.4935   370.2
1.4905        -332.3058    -335.7789       3.4731   368.1
1.4910        -332.3189    -335.6989       3.3800   358.2
1.4915        -332.3308    -335.5644       3.2336   342.7
1.4920        -332.3417    -335.4103       3.0686   325.2
1.4925        -332.3517    -335.2760       2.9242   309.9
1.4930        -332.3620    -335.1981       2.8361   300.6
1.4935        -332.3727    -335.1973       2.8246   299.3
1.4940        -332.3852    -335.2714       2.8862   305.9
1.4945        -332.3987    -335.3901       2.9914   317.0
1.4950        -332.4120    -335.5076       3.0956   328.1
1.4955        -332.4243    -335.5836       3.1593   334.8
1.4960        -332.4345    -335.5953       3.1609   335.0
1.4965        -332.4435    -335.5487       3.1052   329.1
1.4970        -332.4514    -335.4697       3.0183   319.9
1.4975        -332.4585    -335.3961       2.9376   311.3
1.4980        -332.4659    -335.3652       2.8993   307.3
1.4985        -332.4746    -335.3997       2.9251   310.0
1.4990        -332.4849    -335.4963       3.0114   319.1
1.4995        -332.4962    -335.6226       3.1264   331.3
1.5000        -332.5073    -335.7322       3.2250   341.8
1.5005        -332.5166    -335.7866       3.2700   346.5
1.5010        -332.5246    -335.7716       3.2469   344.1
1.5015        -332.5312    -335.6977       3.1665   335.6
1.5020        -332.5370    -335.5941       3.0571   324.0
1.5025        -332.5426    -335.4956       2.9530   313.0
1.5030        -332.5487    -335.4317       2.8829   305.5
1.5035        -332.5559    -335.4147       2.8588   303.0
1.5040        -332.5634    -335.4344       2.8711   304.3
1.5045        -332.5705    -335.4675       2.8970   307.0
1.5050        -332.5765    -335.4920       2.9154   309.0
1.5055        -332.5817    -335.4979       2.9162   309.1
1.5060        -332.5860    -335.4850       2.8990   307.2
1.5065        -332.5898    -335.4581       2.8683   304.0
1.5070        -332.5930    -335.4253       2.8323   300.2
1.5075        -332.5957    -335.3978       2.8021   297.0
1.5080        -332.5983    -335.3863       2.7880   295.5
1.5085        -332.6010    -335.3952       2.7942   296.1
1.5090        -332.6039    -335.4190       2.8151   298.3
1.5095        -332.6065    -335.4406       2.8341   300.4
1.5100        -332.6079    -335.4405       2.8326   300.2
1.5105        -332.6079    -335.4083       2.8005   296.8
1.5110        -332.6065    -335.3502       2.7437   290.8
1.5115        -332.6044    -335.2874       2.6830   284.3
1.5120        -332.6026    -335.2423       2.6396   279.7
1.5125        -332.6008    -335.2245       2.6236   278.0
1.5130        -332.5992    -335.2307       2.6315   278.9
1.5135        -332.5972    -335.2480       2.6508   280.9
1.5140        -332.5940    -335.2620       2.6681   282.8
1.5145        -332.5899    -335.2648       2.6749   283.5
1.5150        -332.5849    -335.2540       2.6691   282.9
1.5155        -332.5790    -335.2325       2.6536   281.2
1.5160        -332.5729    -335.2050       2.6322   279.0
1.5165        -332.5660    -335.1749       2.6089   276.5
1.5170        -332.5585    -335.1474       2.5889   274.4
1.5175        -332.5499    -335.1310       2.5811   273.5
1.5180        -332.5407    -335.1383       2.5976   275.3
1.5185        -332.5314    -335.1798       2.6483   280.7
1.5190        -332.5224    -335.2546       2.7322   289.5
1.5195        -332.5134    -335.3445       2.8311   300.0
1.5200        -332.5032    -335.4189       2.9157   309.0
1.5205        -332.4908    -335.4540       2.9633   314.0
1.5210        -332.4766    -335.4481       2.9714   314.9
1.5215        -332.4617    -335.4175       2.9558   313.3
1.5220        -332.4471    -335.3847       2.9376   311.3
1.5225        -332.4336    -335.3631       2.9295   310.5
1.5230        -332.4196    -335.3510       2.9315   310.7
1.5235        -332.4046    -335.3458       2.9413   311.7
1.5240        -332.3892    -335.3515       2.9623   313.9
1.5245        -332.3740    -335.3716       2.9976   317.7
1.5250        -332.3592    -335.4010       3.0418   322.4
1.5255        -332.3442    -335.4232       3.0790   326.3
1.5260        -332.3281    -335.4183       3.0902   327.5
1.5265        -332.3106    -335.3772       3.0666   325.0
1.5270        -332.2922    -335.3098       3.0176   319.8
1.5275        -332.2734    -335.2409       2.9675   314.5
1.5280        -332.2553    -335.1986       2.9432   311.9
1.5285        -332.2378    -335.2009       2.9631   314.0
1.5290        -332.2210    -335.2489       3.0279   320.9
1.5295        -332.2042    -335.3224       3.1182   330.5
1.5300        -332.1859    -335.3908       3.2050   339.7
1.5305        -332.1661    -335.4329       3.2667   346.2
1.5310        -332.1456    -335.4436       3.2981   349.5
1.5315        -332.1244    -335.4294       3.3050   350.3
1.5320        -332.1040    -335.4012       3.2972   349.4
1.5325        -332.0837    -335.3639       3.2802   347.6
1.5330        -332.0639    -335.3198       3.2559   345.1
1.5335        -332.0433    -335.2723       3.2290   342.2
1.5340        -332.0224    -335.2337       3.2112   340.3
1.5345        -332.0020    -335.2194       3.2174   341.0
1.5350        -331.9828    -335.2365       3.2537   344.8
1.5355        -331.9644    -335.2736       3.3092   350.7
1.5360        -331.9455    -335.3044       3.3588   356.0
1.5365        -331.9253    -335.3044       3.3791   358.1
1.5370        -331.9048    -335.2655       3.3606   356.2
1.5375        -331.8838    -335.1917       3.3079   350.6
1.5380        -331.8632    -335.1001       3.2369   343.0
1.5385        -331.8433    -335.0098       3.1665   335.6
1.5390        -331.8247    -334.9314       3.1067   329.2
1.5395        -331.8062    -334.8641       3.0579   324.1
1.5400        -331.7873    -334.8058       3.0185   319.9
1.5405        -331.7672    -334.7632       2.9960   317.5
1.5410        -331.7475    -334.7535       3.0060   318.6
1.5415        -331.7288    -334.7849       3.0561   323.9
1.5420        -331.7110    -334.8440       3.1331   332.0
1.5425        -331.6927    -334.8975       3.2048   339.6
1.5430        -331.6728    -334.9090       3.2362   343.0
1.5435        -331.6515    -334.8574       3.2059   339.8
1.5440        -331.6289    -334.7438       3.1149   330.1
1.5445        -331.6062    -334.5928       2.9867   316.5
1.5450        -331.5835    -334.4454       2.8619   303.3
1.5455        -331.5626    -334.3444       2.7818   294.8
1.5460        -331.5439    -334.3105       2.7666   293.2
1.5465        -331.5254    -334.3326       2.8073   297.5
1.5470        -331.5057    -334.3838       2.8781   305.0
1.5475        -331.4837    -334.4426       2.9589   313.6
1.5480        -331.4609    -334.5036       3.0427   322.5
1.5485        -331.4379    -334.5621       3.1241   331.1
1.5490        -331.4147    -334.6025       3.1878   337.8
1.5495        -331.3905    -334.6048       3.2142   340.6
1.5500        -331.3647    -334.5614       3.1967   338.8
1.5505        -331.3369    -334.4916       3.1547   334.3
1.5510        -331.3097    -334.4374       3.1277   331.5
1.5515        -331.2832    -334.4379       3.1548   334.3
1.5520        -331.2588    -334.5126       3.2538   344.8
1.5525        -331.2353    -334.6434       3.4081   361.2
1.5530        -331.2111    -334.7824       3.5713   378.5
1.5535        -331.1845    -334.8759       3.6914   391.2
1.5540        -331.1551    -334.8966       3.7414   396.5
1.5545        -331.1247    -334.8543       3.7296   395.3
1.5550        -331.0946    -334.7850       3.6904   391.1
1.5555        -331.0671    -334.7294       3.6623   388.1
1.5560        -331.0420    -334.7060       3.6640   388.3
1.5565        -331.0183    -334.7050       3.6866   390.7
1.5570        -330.9944    -334.7011       3.7067   392.8
1.5575        -330.9694    -334.6817       3.7123   393.4
1.5580        -330.9447    -334.6544       3.7097   393.1
1.5585        -330.9217    -334.6285       3.7068   392.8
1.5590        -330.9002    -334.5999       3.6997   392.1
1.5595        -330.8788    -334.5568       3.6780   389.8
1.5600        -330.8575    -334.4970       3.6395   385.7
1.5605        -330.8358    -334.4343       3.5985   381.4
1.5610        -330.8149    -334.3945       3.5795   379.4
1.5615        -330.7954    -334.3999       3.6045   382.0
1.5620        -330.7772    -334.4599       3.6828   390.3
1.5625        -330.7605    -334.5630       3.8025   403.0
1.5630        -330.7443    -334.6784       3.9340   416.9
1.5635        -330.7276    -334.7723       4.0447   428.6
1.5640        -330.7106    -334.8237       4.1130   435.9
1.5645        -330.6936    -334.8300       4.1364   438.4
1.5650        -330.6778    -334.8067       4.1290   437.6
1.5655        -330.6639    -334.7717       4.1078   435.3
1.5660        -330.6519    -334.7354       4.0835   432.8
1.5665        -330.6409    -334.7031       4.0622   430.5
1.5670        -330.6310    -334.6807       4.0498   429.2
1.5675        -330.6231    -334.6744       4.0513   429.3
1.5680        -330.6169    -334.6810       4.0641   430.7
1.5685        -330.6121    -334.6883       4.0763   432.0
1.5690        -330.6078    -334.6832       4.0754   431.9
1.5695        -330.6040    -334.6622       4.0582   430.1
1.5700        -330.6013    -334.6325       4.0311   427.2
1.5705        -330.6003    -334.6029       4.0026   424.2
1.5710        -330.6008    -334.5772       3.9764   421.4
1.5715        -330.6024    -334.5524       3.9499   418.6
1.5720        -330.6043    -334.5255       3.9213   415.6
1.5725        -330.6066    -334.5036       3.8970   413.0
1.5730        -330.6102    -334.5017       3.8915   412.4
1.5735        -330.6149    -334.5342       3.9193   415.4
1.5740        -330.6219    -334.6101       3.9882   422.7
1.5745        -330.6310    -334.7232       4.0922   433.7
1.5750        -330.6424    -334.8527       4.2104   446.2
1.5755        -330.6551    -334.9691       4.3141   457.2
1.5760        -330.6686    -335.0477       4.3791   464.1
1.5765        -330.6829    -335.0806       4.3977   466.1
1.5770        -330.6995    -335.0776       4.3781   464.0
1.5775        -330.7173    -335.0496       4.3323   459.1
1.5780        -330.7365    -335.0095       4.2730   452.8
1.5785        -330.7570    -334.9718       4.2148   446.7
1.5790        -330.7792    -334.9500       4.1708   442.0
1.5795        -330.8033    -334.9501       4.1469   439.5
1.5800        -330.8289    -334.9718       4.1428   439.0
1.5805        -330.8569    -335.0056       4.1487   439.7
1.5810        -330.8859    -335.0323       4.1464   439.4
1.5815        -330.9160    -335.0351       4.1192   436.5
1.5820        -330.9463    -335.0031       4.0568   429.9
1.5825        -330.9760    -334.9397       3.9637   420.1
1.5830        -331.0052    -334.8656       3.8604   409.1
1.5835        -331.0349    -334.8105       3.7756   400.1
1.5840        -331.0662    -334.7984       3.7322   395.5
1.5845        -331.0990    -334.8344       3.7355   395.9
1.5850        -331.1337    -334.9066       3.7730   399.8
1.5855        -331.1699    -334.9883       3.8184   404.7
1.5860        -331.2065    -335.0486       3.8420   407.2
1.5865        -331.2432    -335.0659       3.8226   405.1
1.5870        -331.2785    -335.0339       3.7554   398.0
1.5875        -331.3133    -334.9675       3.6541   387.3
1.5880        -331.3477    -334.8914       3.5437   375.6
1.5885        -331.3817    -334.8324       3.4507   365.7
1.5890        -331.4160    -334.8108       3.3948   359.8
1.5895        -331.4514    -334.8305       3.3790   358.1
1.5900        -331.4882    -334.8752       3.3869   358.9
1.5905        -331.5246    -334.9163       3.3917   359.4
1.5910        -331.5600    -334.9313       3.3713   357.3
1.5915        -331.5943    -334.9118       3.3175   351.6
1.5920        -331.6279    -334.8631       3.2352   342.9
1.5925        -331.6598    -334.7998       3.1400   332.8
1.5930        -331.6906    -334.7447       3.0541   323.7
1.5935        -331.7210    -334.7201       2.9991   317.8
1.5940        -331.7516    -334.7392       2.9876   316.6
1.5945        -331.7823    -334.8038       3.0215   320.2
1.5950        -331.8139    -334.9078       3.0938   327.9
1.5955        -331.8463    -335.0372       3.1909   338.2
1.5960        -331.8802    -335.1728       3.2926   348.9
1.5965        -331.9145    -335.2905       3.3760   357.8
1.5970        -331.9495    -335.3719       3.4225   362.7
1.5975        -331.9841    -335.4045       3.4204   362.5
1.5980        -332.0175    -335.3889       3.3715   357.3
1.5985        -332.0495    -335.3434       3.2939   349.1
1.5990        -332.0811    -335.2958       3.2147   340.7
1.5995        -332.1128    -335.2685       3.1558   334.4
1.6000        -332.1446    -335.2684       3.1238   331.0
1.6005        -332.1766    -335.2907       3.1142   330.0
1.6010        -332.2082    -335.3255       3.1173   330.4
1.6015        -332.2399    -335.3622       3.1223   330.9
1.6020        -332.2711    -335.3922       3.1211   330.8
1.6025        -332.3018    -335.4108       3.1090   329.5
1.6030        -332.3318    -335.4166       3.0848   326.9
1.6035        -332.3612    -335.4134       3.0522   323.5
1.6040        -332.3901    -335.4076       3.0175   319.8
1.6045        -332.4186    -335.4052       2.9866   316.5
1.6050        -332.4462    -335.4113       2.9651   314.2
1.6055        -332.4741    -335.4313       2.9572   313.4
1.6060        -332.5022    -335.4621       2.9599   313.7
1.6065        -332.5298    -335.4917       2.9618   313.9
1.6070        -332.5570    -335.5075       2.9505   312.7
1.6075        -332.5825    -335.5040       2.9215   309.6
1.6080        -332.6060    -335.4920       2.8860   305.8
1.6085        -332.6297    -335.4957       2.8659   303.7
1.6090        -332.6544    -335.5297       2.8753   304.7
1.6095        -332.6804    -335.5839       2.9035   307.7
1.6100        -332.7062    -335.6259       2.9197   309.4
1.6105        -332.7299    -335.6256       2.8957   306.9
1.6110        -332.7514    -335.5777       2.8262   299.5
1.6115        -332.7710    -335.5021       2.7311   289.4
1.6120        -332.7898    -335.4312       2.6414   279.9
1.6125        -332.8089    -335.3888       2.5799   273.4
1.6130        -332.8278    -335.3794       2.5516   270.4
1.6135        -332.8465    -335.3940       2.5475   270.0
1.6140        -332.8643    -335.4168       2.5526   270.5
1.6145        -332.8809    -335.4336       2.5528   270.5
1.6150        -332.8964    -335.4364       2.5399   269.2
1.6155        -332.9108    -335.4236       2.5128   266.3
1.6160        -332.9245    -335.3981       2.4736   262.1
1.6165        -332.9370    -335.3612       2.4243   256.9
1.6170        -332.9478    -335.3175       2.3697   251.1
1.6175        -332.9568    -335.2811       2.3243   246.3
1.6180        -332.9648    -335.2753       2.3105   244.9
1.6185        -332.9738    -335.3209       2.3471   248.7
1.6190        -332.9839    -335.4135       2.4297   257.5
1.6195        -332.9945    -335.5203       2.5259   267.7
1.6200        -333.0038    -335.5970       2.5932   274.8
1.6205        -333.0105    -335.6115       2.6010   275.6
1.6210        -333.0144    -335.5629       2.5485   270.1
1.6215        -333.0170    -335.4825       2.4654   261.3
1.6220        -333.0188    -335.4124       2.3935   253.7
1.6225        -333.0214    -335.3900       2.3686   251.0
1.6230        -333.0249    -335.4304       2.4055   254.9
1.6235        -333.0290    -335.5213       2.4923   264.1
1.6240        -333.0326    -335.6306       2.5980   275.3
1.6245        -333.0349    -335.7235       2.6887   284.9
1.6250        -333.0356    -335.7775       2.7419   290.6
1.6255        -333.0349    -335.7845       2.7496   291.4
1.6260        -333.0328    -335.7521       2.7194   288.2
1.6265        -333.0294    -335.7017       2.6724   283.2
1.6270        -333.0257    -335.6631       2.6374   279.5
1.6275        -333.0218    -335.6640       2.6422   280.0
1.6280        -333.0192    -335.7199       2.7007   286.2
1.6285        -333.0173    -335.8183       2.8010   296.8
1.6290        -333.0155    -335.9228       2.9074   308.1
1.6295        -333.0119    -335.9907       2.9788   315.7
1.6300        -333.0057    -335.9960       2.9903   316.9
1.6305        -332.9977    -335.9438       2.9461   312.2
1.6310        -332.9892    -335.8639       2.8747   304.7
1.6315        -332.9813    -335.7912       2.8099   297.8
1.6320        -332.9737    -335.7510       2.7773   294.3
1.6325        -332.9666    -335.7554       2.7888   295.5
1.6330        -332.9596    -335.8001       2.8405   301.0
1.6335        -332.9523    -335.8713       2.9190   309.3
1.6340        -332.9447    -335.9487       3.0041   318.4
1.6345        -332.9364    -336.0088       3.0724   325.6
1.6350        -332.9272    -336.0300       3.1027   328.8
1.6355        -332.9171    -335.9978       3.0807   326.5
1.6360        -332.9058    -335.9125       3.0067   318.6
1.6365        -332.8929    -335.7947       2.9019   307.5
1.6370        -332.8798    -335.6844       2.8045   297.2
1.6375        -332.8675    -335.6244       2.7569   292.2
1.6380        -332.8574    -335.6417       2.7843   295.1
1.6385        -332.8486    -335.7256       2.8771   304.9
1.6390        -332.8398    -335.8318       2.9921   317.1
1.6395        -332.8287    -335.9052       3.0766   326.0
1.6400        -332.8155    -335.9100       3.0945   328.0
1.6405        -332.8002    -335.8407       3.0404   322.2
1.6410        -332.7844    -335.7205       2.9361   311.2
1.6415        -332.7684    -335.5865       2.8181   298.7
1.6420        -332.7527    -335.4788       2.7261   288.9
1.6425        -332.7378    -335.4323       2.6945   285.6
1.6430        -332.7234    -335.4661       2.7427   290.7
1.6435        -332.7101    -335.5762       2.8661   303.7
1.6440        -332.6961    -335.7301       3.0340   321.5
1.6445        -332.6809    -335.8828       3.2019   339.3
1.6450        -332.6638    -335.9907       3.3268   352.6
1.6455        -332.6448    -336.0250       3.3802   358.2
1.6460        -332.6242    -335.9820       3.3578   355.8
1.6465        -332.6028    -335.8846       3.2818   347.8
1.6470        -332.5816    -335.7749       3.1933   338.4
1.6475        -332.5624    -335.6963       3.1340   332.1
1.6480        -332.5450    -335.6705       3.1255   331.2
1.6485        -332.5285    -335.6911       3.1626   335.2
1.6490        -332.5115    -335.7353       3.2238   341.7
1.6495        -332.4933    -335.7807       3.2874   348.4
1.6500        -332.4744    -335.8154       3.3410   354.1
1.6505        -332.4551    -335.8363       3.3812   358.3
1.6510        -332.4359    -335.8447       3.4088   361.3
1.6515        -332.4169    -335.8411       3.4242   362.9
1.6520        -332.3983    -335.8218       3.4235   362.8
1.6525        -332.3794    -335.7833       3.4039   360.7
1.6530        -332.3603    -335.7287       3.3684   357.0
1.6535        -332.3406    -335.6714       3.3308   353.0
1.6540        -332.3222    -335.6326       3.3104   350.8
1.6545        -332.3049    -335.6221       3.3172   351.5
1.6550        -332.2884    -335.6337       3.3452   354.5
1.6555        -332.2716    -335.6478       3.3762   357.8
1.6560        -332.2539    -335.6464       3.3925   359.5
1.6565        -332.2363    -335.6235       3.3872   359.0
1.6570        -332.2192    -335.5771       3.3579   355.9
1.6575        -332.2026    -335.4999       3.2973   349.4
1.6580        -332.1859    -335.3826       3.1967   338.8
1.6585        -332.1680    -335.2283       3.0602   324.3
1.6590        -332.1502    -335.0629       2.9128   308.7
1.6595        -332.1330    -334.9222       2.7892   295.6
1.6600        -332.1172    -334.8350       2.7178   288.0
1.6605        -332.1020    -334.8124       2.7104   287.2
1.6610        -332.0868    -334.8498       2.7629   292.8
1.6615        -332.0710    -334.9309       2.8599   303.1
1.6620        -332.0547    -335.0327       2.9781   315.6
1.6625        -332.0368    -335.1278       3.0910   327.6
1.6630        -332.0175    -335.1954       3.1780   336.8
1.6635        -331.9972    -335.2239       3.2267   342.0
1.6640        -331.9760    -335.2106       3.2346   342.8
1.6645        -331.9537    -335.1642       3.2106   340.2
1.6650        -331.9304    -335.1115       3.1811   337.1
1.6655        -331.9073    -335.0926       3.1853   337.6
1.6660        -331.8857    -335.1424       3.2567   345.1
1.6665        -331.8656    -335.2675       3.4020   360.5
1.6670        -331.8462    -335.4384       3.5923   380.7
1.6675        -331.8259    -335.6021       3.7763   400.2
1.6680        -331.8037    -335.7077       3.9040   413.7
1.6685        -331.7795    -335.7296       3.9501   418.6
1.6690        -331.7554    -335.6781       3.9227   415.7
1.6695        -331.7316    -335.5857       3.8541   408.5
1.6700        -331.7091    -335.4962       3.7871   401.3
1.6705        -331.6892    -335.4465       3.7573   398.2
1.6710        -331.6715    -335.4508       3.7793   400.5
1.6715        -331.6547    -335.5032       3.8485   407.9
1.6720        -331.6388    -335.5886       3.9498   418.6
1.6725        -331.6234    -335.6873       4.0639   430.7
1.6730        -331.6094    -335.7802       4.1708   442.0
1.6735        -331.5960    -335.8442       4.2482   450.2
1.6740        -331.5828    -335.8614       4.2786   453.4
1.6745        -331.5705    -335.8311       4.2606   451.5
1.6750        -331.5587    -335.7701       4.2113   446.3
1.6755        -331.5492    -335.7072       4.1580   440.7
1.6760        -331.5422    -335.6642       4.1220   436.8
1.6765        -331.5379    -335.6433       4.1054   435.1
1.6770        -331.5345    -335.6308       4.0963   434.1
1.6775        -331.5327    -335.6131       4.0804   432.4
1.6780        -331.5314    -335.5776       4.0463   428.8
1.6785        -331.5314    -335.5195       3.9881   422.6
1.6790        -331.5312    -335.4382       3.9070   414.1
1.6795        -331.5316    -335.3465       3.8149   404.3
1.6800        -331.5329    -335.2658       3.7329   395.6
1.6805        -331.5349    -335.2160       3.6810   390.1
1.6810        -331.5398    -335.2072       3.6674   388.7
1.6815        -331.5452    -335.2272       3.6820   390.2
1.6820        -331.5514    -335.2573       3.7059   392.7
1.6825        -331.5580    -335.2789       3.7208   394.3
1.6830        -331.5650    -335.2789       3.7140   393.6
1.6835        -331.5718    -335.2524       3.6806   390.1
1.6840        -331.5777    -335.2072       3.6295   384.6
1.6845        -331.5838    -335.1684       3.5847   379.9
1.6850        -331.5912    -335.1638       3.5725   378.6
1.6855        -331.6008    -335.2050       3.6042   382.0
1.6860        -331.6123    -335.2783       3.6660   388.5
1.6865        -331.6238    -335.3520       3.7282   395.1
1.6870        -331.6355    -335.3994       3.7639   398.9
1.6875        -331.6475    -335.4050       3.7575   398.2
1.6880        -331.6592    -335.3642       3.7050   392.6
1.6885        -331.6709    -335.2851       3.6142   383.0
1.6890        -331.6813    -335.1870       3.5057   371.5
1.6895        -331.6918    -335.1036       3.4119   361.6
1.6900        -331.7031    -335.0697       3.3666   356.8
1.6905        -331.7171    -335.1027       3.3856   358.8
1.6910        -331.7326    -335.1868       3.4542   366.1
1.6915        -331.7488    -335.2842       3.5354   374.7
1.6920        -331.7643    -335.3564       3.5922   380.7
1.6925        -331.7795    -335.3826       3.6031   381.8
1.6930        -331.7940    -335.3589       3.5649   377.8
1.6935        -331.8081    -335.2981       3.4900   369.9
1.6940        -331.8213    -335.2245       3.4032   360.7
1.6945        -331.8350    -335.1700       3.3350   353.4
1.6950        -331.8499    -335.1568       3.3068   350.5
1.6955        -331.8657    -335.1870       3.3214   352.0
1.6960        -331.8819    -335.2478       3.3659   356.7
1.6965        -331.8980    -335.3230       3.4250   363.0
1.6970        -331.9146    -335.4021       3.4875   369.6
1.6975        -331.9323    -335.4774       3.5451   375.7
1.6980        -331.9505    -335.5375       3.5870   380.1
1.6985        -331.9691    -335.5712       3.6021   381.7
1.6990        -331.9874    -335.5733       3.5859   380.0
1.6995        -332.0049    -335.5505       3.5456   375.8
1.7000        -332.0226    -335.5240       3.5013   371.1
1.7005        -332.0406    -335.5172       3.4766   368.4
1.7010        -332.0598    -335.5479       3.4881   369.7
1.7015        -332.0804    -335.6196       3.5392   375.1
1.7020        -332.1029    -335.7188       3.6159   383.2
1.7025        -332.1255    -335.8177       3.6922   391.3
1.7030        -332.1484    -335.8936       3.7452   396.9
1.7035        -332.1708    -335.9391       3.7683   399.4
1.7040        -332.1940    -335.9650       3.7709   399.6
1.7045        -332.2187    -335.9840       3.7653   399.0
1.7050        -332.2449    -335.9967       3.7518   397.6
1.7055        -332.2711    -335.9917       3.7206   394.3
1.7060        -332.2971    -335.9631       3.6661   388.5
1.7065        -332.3224    -335.9153       3.5930   380.8
1.7070        -332.3477    -335.8640       3.5162   372.6
1.7075        -332.3733    -335.8261       3.4528   365.9
1.7080        -332.3996    -335.8121       3.4124   361.6
1.7085        -332.4265    -335.8197       3.3933   359.6
1.7090        -332.4538    -335.8389       3.3851   358.7
1.7095        -332.4814    -335.8560       3.3746   357.6
1.7100        -332.5085    -335.8568       3.3483   354.8
1.7105        -332.5350    -335.8315       3.2966   349.4
1.7110        -332.5605    -335.7811       3.2207   341.3
1.7115        -332.5848    -335.7151       3.1303   331.7
1.7120        -332.6078    -335.6490       3.0412   322.3
1.7125        -332.6297    -335.6059       2.9762   315.4
1.7130        -332.6524    -335.6068       2.9545   313.1
1.7135        -332.6766    -335.6516       2.9750   315.3
1.7140        -332.7016    -335.7110       3.0094   318.9
1.7145        -332.7251    -335.7406       3.0156   319.6
1.7150        -332.7464    -335.7116       2.9652   314.2
1.7155        -332.7645    -335.6256       2.8611   303.2
1.7160        -332.7810    -335.5161       2.7350   289.9
1.7165        -332.7970    -335.4246       2.6277   278.5
1.7170        -332.8131    -335.3823       2.5692   272.3
1.7175        -332.8299    -335.3981       2.5682   272.2
1.7180        -332.8471    -335.4590       2.6120   276.8
1.7185        -332.8641    -335.5393       2.6752   283.5
1.7190        -332.8802    -335.6124       2.7322   289.5
1.7195        -332.8954    -335.6596       2.7642   292.9
1.7200        -332.9100    -335.6713       2.7612   292.6
1.7205        -332.9230    -335.6475       2.7244   288.7
1.7210        -332.9347    -335.6015       2.6668   282.6
1.7215        -332.9453    -335.5558       2.6105   276.6
1.7220        -332.9548    -335.5377       2.5829   273.7
1.7225        -332.9644    -335.5736       2.6091   276.5
1.7230        -332.9755    -335.6746       2.6990   286.0
1.7235        -332.9882    -335.8224       2.8343   300.4
1.7240        -333.0012    -335.9714       2.9701   314.8
1.7245        -333.0132    -336.0683       3.0551   323.8
1.7250        -333.0224    -336.0790       3.0565   323.9
1.7255        -333.0293    -336.0083       2.9791   315.7
1.7260        -333.0344    -335.8953       2.8609   303.2
1.7265        -333.0396    -335.7922       2.7526   291.7
1.7270        -333.0457    -335.7392       2.6935   285.4
1.7275        -333.0529    -335.7498       2.6969   285.8
1.7280        -333.0603    -335.8102       2.7498   291.4
1.7285        -333.0680    -335.8920       2.8240   299.3
1.7290        -333.0748    -335.9632       2.8884   306.1
1.7295        -333.0806    -336.0002       2.9196   309.4
1.7300        -333.0853    -335.9944       2.9092   308.3
1.7305        -333.0888    -335.9515       2.8627   303.4
