# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   10.100000     1.1643727682e-02     0.0000000000e+00     0.0000000000e+00
   10.150000     1.2423720852e-02     0.0000000000e+00     0.0000000000e+00
   10.200000     8.9570002849e-03     0.0000000000e+00     0.0000000000e+00
   10.250000     3.5328330030e-03    -0.0000000000e+00     0.0000000000e+00
   10.300000    -9.1397885621e-04    -0.0000000000e+00    -0.0000000000e+00
   10.350000    -2.9840474803e-04    -0.0000000000e+00    -0.0000000000e+00
   10.400000     2.9605482400e-03    -0.0000000000e+00    -0.0000000000e+00
   10.450000     6.5136833227e-03     0.0000000000e+00     0.0000000000e+00
   10.500000     8.5097590148e-03     0.0000000000e+00     0.0000000000e+00
   10.550000     1.0531784343e-02     0.0000000000e+00     0.0000000000e+00
   10.600000     9.7057700147e-03     0.0000000000e+00     0.0000000000e+00
   10.650000     7.1991755468e-03     0.0000000000e+00     0.0000000000e+00
   10.700000     8.7263897980e-03     0.0000000000e+00     0.0000000000e+00
   10.750000     1.3691716434e-02     0.0000000000e+00    -0.0000000000e+00
   10.800000     1.7842503756e-02    -0.0000000000e+00    -0.0000000000e+00
   10.850000     1.6177527679e-02    -0.0000000000e+00     0.0000000000e+00
   10.900000     1.1671536833e-02     0.0000000000e+00     0.0000000000e+00
   10.950000     6.1219595308e-03     0.0000000000e+00     0.0000000000e+00
   11.000000     3.5843262841e-03     0.0000000000e+00     0.0000000000e+00
   11.050000     3.4196704919e-03     0.0000000000e+00     0.0000000000e+00
   11.100000     3.8783079245e-03     0.0000000000e+00     0.0000000000e+00
   11.150000     3.8846909167e-03     0.0000000000e+00     0.0000000000e+00
   11.200000     4.6511927029e-03    -0.0000000000e+00     0.0000000000e+00
   11.250000     5.8577592301e-03    -0.0000000000e+00     0.0000000000e+00
   11.300000     6.6187882422e-03    -0.0000000000e+00    -0.0000000000e+00
   11.350000     1.0171051938e-02     0.0000000000e+00    -0.0000000000e+00
   11.400000     1.4008855133e-02     0.0000000000e+00    -0.0000000000e+00
   11.450000     1.4389881133e-02     0.0000000000e+00    -0.0000000000e+00
   11.500000     1.0231046190e-02     0.0000000000e+00     0.0000000000e+00
   11.550000     8.4966314499e-03     0.0000000000e+00     0.0000000000e+00
   11.600000     9.0184360687e-03     0.0000000000e+00     0.0000000000e+00
   11.650000     9.5556631663e-03    -0.0000000000e+00    -0.0000000000e+00
   11.700000     8.9117773289e-03    -0.0000000000e+00    -0.0000000000e+00
   11.750000     1.1423377247e-02    -0.0000000000e+00    -0.0000000000e+00
   11.800000     1.8258518687e-02    -0.0000000000e+00    -0.0000000000e+00
   11.850000     2.2569035995e-02     0.0000000000e+00     0.0000000000e+00
   11.900000     2.1990192786e-02     0.0000000000e+00     0.0000000000e+00
   11.950000     1.9848203004e-02     0.0000000000e+00     0.0000000000e+00
   12.000000     2.0492508144e-02     0.0000000000e+00     0.0000000000e+00
   12.050000     1.9961523244e-02     0.0000000000e+00     0.0000000000e+00
   12.100000     2.0733074851e-02     0.0000000000e+00     0.0000000000e+00
   12.150000     2.1836755673e-02     0.0000000000e+00     0.0000000000e+00
   12.200000     2.0088582402e-02     0.0000000000e+00     0.0000000000e+00
   12.250000     1.5636817345e-02     0.0000000000e+00     0.0000000000e+00
   12.300000     1.3299198420e-02     0.0000000000e+00     0.0000000000e+00
   12.350000     1.5641502378e-02     0.0000000000e+00     0.0000000000e+00
   12.400000     1.8332578090e-02     0.0000000000e+00     0.0000000000e+00
   12.450000     1.8952152913e-02     0.0000000000e+00     0.0000000000e+00
   12.500000     1.8612810249e-02     0.0000000000e+00    -0.0000000000e+00
   12.550000     1.8759136710e-02    -0.0000000000e+00     0.0000000000e+00
   12.600000     1.5982885422e-02     0.0000000000e+00     0.0000000000e+00
   12.650000     1.2732240450e-02     0.0000000000e+00     0.0000000000e+00
   12.700000     1.0063152543e-02     0.0000000000e+00     0.0000000000e+00
   12.750000     9.6946772242e-03     0.0000000000e+00     0.0000000000e+00
   12.800000     9.8564225839e-03     0.0000000000e+00     0.0000000000e+00
   12.850000     1.0433928177e-02     0.0000000000e+00     0.0000000000e+00
   12.900000     1.2603891230e-02     0.0000000000e+00     0.0000000000e+00
   12.950000     1.4980928252e-02     0.0000000000e+00     0.0000000000e+00
   13.000000     1.6098032987e-02     0.0000000000e+00     0.0000000000e+00
   13.050000     1.6175370530e-02     0.0000000000e+00     0.0000000000e+00
   13.100000     1.6662635329e-02     0.0000000000e+00     0.0000000000e+00
   13.150000     1.4521928139e-02     0.0000000000e+00     0.0000000000e+00
   13.200000     1.2826995927e-02     0.0000000000e+00     0.0000000000e+00
   13.250000     1.0671226898e-02     0.0000000000e+00     0.0000000000e+00
   13.300000     7.9716901746e-03     0.0000000000e+00     0.0000000000e+00
   13.350000     6.1174968031e-03     0.0000000000e+00     0.0000000000e+00
   13.400000     8.9781428268e-03     0.0000000000e+00     0.0000000000e+00
   13.450000     1.5706120708e-02     0.0000000000e+00     0.0000000000e+00
   13.500000     2.0445020177e-02     0.0000000000e+00     0.0000000000e+00
   13.550000     1.9142566665e-02     0.0000000000e+00     0.0000000000e+00
   13.600000     1.4134241591e-02     0.0000000000e+00     0.0000000000e+00
   13.650000     1.2668171222e-02    -0.0000000000e+00    -0.0000000000e+00
   13.700000     1.3814865737e-02    -0.0000000000e+00    -0.0000000000e+00
   13.750000     1.5031817723e-02    -0.0000000000e+00    -0.0000000000e+00
   13.800000     1.3203559651e-02    -0.0000000000e+00     0.0000000000e+00
   13.850000     1.2909318202e-02     0.0000000000e+00     0.0000000000e+00
   13.900000     1.3648210053e-02     0.0000000000e+00     0.0000000000e+00
   13.950000     1.3118513315e-02     0.0000000000e+00     0.0000000000e+00
   14.000000     1.0515288870e-02     0.0000000000e+00     0.0000000000e+00
   14.050000     9.1457536883e-03     0.0000000000e+00     0.0000000000e+00
   14.100000     1.1283965693e-02     0.0000000000e+00     0.0000000000e+00
   14.150000     1.1753855526e-02     0.0000000000e+00     0.0000000000e+00
   14.200000     9.8168783867e-03     0.0000000000e+00    -0.0000000000e+00
   14.250000     7.4381277557e-03     0.0000000000e+00     0.0000000000e+00
   14.300000     8.2177739510e-03    -0.0000000000e+00     0.0000000000e+00
   14.350000     1.2209278859e-02    -0.0000000000e+00    -0.0000000000e+00
   14.400000     2.0504600251e-02    -0.0000000000e+00    -0.0000000000e+00
   14.450000     2.7150973316e-02    -0.0000000000e+00    -0.0000000000e+00
   14.500000     2.8692658770e-02     0.0000000000e+00     0.0000000000e+00
   14.550000     2.4791159127e-02     0.0000000000e+00     0.0000000000e+00
   14.600000     1.8698569271e-02     0.0000000000e+00     0.0000000000e+00
   14.650000     1.5125053041e-02     0.0000000000e+00     0.0000000000e+00
   14.700000     1.6591847253e-02     0.0000000000e+00     0.0000000000e+00
   14.750000     2.1703552083e-02     0.0000000000e+00     0.0000000000e+00
   14.800000     2.3384134776e-02     0.0000000000e+00     0.0000000000e+00
   14.850000     2.2331777468e-02     0.0000000000e+00     0.0000000000e+00
   14.900000     1.9237288951e-02     0.0000000000e+00     0.0000000000e+00
   14.950000     1.6995987846e-02     0.0000000000e+00     0.0000000000e+00
   15.000000     1.5356968819e-02     0.0000000000e+00     0.0000000000e+00
   15.050000     1.4606511810e-02     0.0000000000e+00     0.0000000000e+00
   15.100000     1.3181110228e-02     0.0000000000e+00     0.0000000000e+00
   15.150000     1.1863586896e-02     0.0000000000e+00     0.0000000000e+00
   15.200000     1.1776675033e-02     0.0000000000e+00     0.0000000000e+00
   15.250000     1.2141405931e-02     0.0000000000e+00     0.0000000000e+00
   15.300000     1.4317164909e-02    -0.0000000000e+00     0.0000000000e+00
   15.350000     1.7597846948e-02    -0.0000000000e+00    -0.0000000000e+00
   15.400000     2.1277100911e-02     0.0000000000e+00     0.0000000000e+00
   15.450000     2.1143922952e-02     0.0000000000e+00     0.0000000000e+00
   15.500000     1.7497458070e-02     0.0000000000e+00     0.0000000000e+00
   15.550000     1.2948648703e-02     0.0000000000e+00    -0.0000000000e+00
   15.600000     1.1980931188e-02    -0.0000000000e+00    -0.0000000000e+00
   15.650000     1.2441622424e-02    -0.0000000000e+00    -0.0000000000e+00
   15.700000     1.2645979947e-02     0.0000000000e+00     0.0000000000e+00
   15.750000     1.1960628324e-02     0.0000000000e+00     0.0000000000e+00
   15.800000     1.1853968711e-02     0.0000000000e+00     0.0000000000e+00
   15.850000     1.3802359495e-02     0.0000000000e+00     0.0000000000e+00
   15.900000     1.5497703464e-02     0.0000000000e+00     0.0000000000e+00
   15.950000     1.6424501067e-02    -0.0000000000e+00     0.0000000000e+00
   16.000000     1.3920499530e-02     0.0000000000e+00    -0.0000000000e+00
   16.050000     1.1143956519e-02     0.0000000000e+00     0.0000000000e+00
   16.100000     8.5557433747e-03     0.0000000000e+00     0.0000000000e+00
   16.150000     7.6030989066e-03     0.0000000000e+00     0.0000000000e+00
   16.200000     7.3779360549e-03     0.0000000000e+00     0.0000000000e+00
   16.250000     8.1408237519e-03     0.0000000000e+00     0.0000000000e+00
   16.300000     8.9987529432e-03     0.0000000000e+00     0.0000000000e+00
   16.350000     9.5561953039e-03     0.0000000000e+00     0.0000000000e+00
   16.400000     1.0830215352e-02     0.0000000000e+00     0.0000000000e+00
   16.450000     1.1912184280e-02     0.0000000000e+00     0.0000000000e+00
   16.500000     1.4870409513e-02     0.0000000000e+00     0.0000000000e+00
   16.550000     1.9943397867e-02    -0.0000000000e+00    -0.0000000000e+00
   16.600000     2.7955536081e-02    -0.0000000000e+00    -0.0000000000e+00
   16.650000     3.1495584311e-02     0.0000000000e+00     0.0000000000e+00
   16.700000     2.8287714666e-02     0.0000000000e+00     0.0000000000e+00
   16.750000     2.3848892808e-02     0.0000000000e+00     0.0000000000e+00
   16.800000     2.3175540181e-02     0.0000000000e+00     0.0000000000e+00
   16.850000     2.3034094481e-02     0.0000000000e+00     0.0000000000e+00
   16.900000     2.2086624908e-02     0.0000000000e+00    -0.0000000000e+00
   16.950000     2.0807227208e-02     0.0000000000e+00    -0.0000000000e+00
   17.000000     1.7598316199e-02     0.0000000000e+00    -0.0000000000e+00
   17.050000     1.3697349327e-02    -0.0000000000e+00     0.0000000000e+00
   17.100000     1.2688213311e-02    -0.0000000000e+00     0.0000000000e+00
   17.150000     1.9080434431e-02    -0.0000000000e+00     0.0000000000e+00
   17.200000     2.3675635202e-02    -0.0000000000e+00    -0.0000000000e+00
   17.250000     2.1442581282e-02    -0.0000000000e+00     0.0000000000e+00
   17.300000     1.6218126469e-02     0.0000000000e+00     0.0000000000e+00
   17.350000     1.3604836741e-02     0.0000000000e+00     0.0000000000e+00
   17.400000     1.4230065953e-02     0.0000000000e+00     0.0000000000e+00
   17.450000     1.8023024182e-02     0.0000000000e+00     0.0000000000e+00
   17.500000     2.2155600232e-02     0.0000000000e+00     0.0000000000e+00
   17.550000     2.2108325161e-02     0.0000000000e+00     0.0000000000e+00
   17.600000     1.9634337665e-02     0.0000000000e+00     0.0000000000e+00
   17.650000     1.5980470147e-02     0.0000000000e+00     0.0000000000e+00
   17.700000     1.3537733486e-02     0.0000000000e+00     0.0000000000e+00
   17.750000     1.2838874686e-02     0.0000000000e+00     0.0000000000e+00
   17.800000     1.5066702492e-02     0.0000000000e+00     0.0000000000e+00
   17.850000     1.5948292505e-02     0.0000000000e+00     0.0000000000e+00
   17.900000     1.5821086965e-02     0.0000000000e+00     0.0000000000e+00
   17.950000     1.4646258204e-02    -0.0000000000e+00    -0.0000000000e+00
