# LrTDDFT
LDA
0.001 1 1e-05 2
# KSSingles
289 float64
0.001
0 21  0 0  0.188505 2     -5.34465e-04 1.02105e-02 -1.10955e-02   -5.22122e-04 1.05737e-02 -1.15908e-02   -1.67306e-05 -2.41911e-05 -4.08733e-05
0 22  0 0  0.188747 2     -2.31494e-03 -8.93226e-03 -6.14025e-03   -2.36921e-03 -9.42451e-03 -6.50387e-03   3.10598e-06 4.85799e-05 -3.03238e-05
0 23  0 0  0.192525 2     8.77551e-03 -4.93085e-03 -6.08271e-03   8.58050e-03 -4.94034e-03 -6.09210e-03   -1.08613e-07 2.15547e-05 -2.05326e-05
0 24  0 0  0.193341 2     7.24442e-03 5.98828e-04 1.31001e-03   7.32486e-03 7.33620e-04 1.42338e-03   2.33897e-06 -1.30016e-05 1.29939e-05
0 25  0 0  0.196665 2     -5.47966e-03 3.75593e-03 -1.18322e-05   -5.17187e-03 3.53155e-03 -4.61737e-05   3.65641e-06 -1.18135e-05 -1.69379e-05
0 26  0 0  0.199353 2     4.65138e-02 -8.63152e-03 -1.03836e-02   4.27550e-02 -7.90353e-03 -9.41815e-03   1.01558e-06 5.58720e-07 -1.93263e-06
0 27  0 0  0.203941 2     5.95466e-04 -6.76765e-03 5.16961e-03   5.14936e-04 -4.76220e-03 3.30310e-03   4.18225e-06 1.61955e-05 1.75759e-05
0 28  0 0  0.20418 2     2.32060e-04 6.68326e-03 7.15163e-03   -8.56554e-04 4.90359e-03 5.23222e-03   -1.02662e-06 -2.02689e-05 1.66747e-05
0 29  0 0  0.20638 2     2.92342e-03 -2.13092e-02 -2.26505e-02   3.97852e-03 -2.10224e-02 -2.21056e-02   2.39953e-06 1.89973e-05 -1.61431e-05
0 30  0 0  0.207256 2     1.46050e-03 2.37207e-02 -2.45226e-02   1.49241e-03 2.26782e-02 -2.37390e-02   1.01020e-05 1.47120e-06 -3.82990e-06
0 31  0 0  0.207536 2     5.23624e-03 -1.18501e-02 -6.82211e-03   5.54211e-03 -1.16160e-02 -6.72296e-03   1.35002e-06 6.07052e-06 -7.92122e-06
0 32  0 0  0.20844 2     3.58493e-02 2.38171e-03 3.34838e-03   3.54104e-02 1.76327e-03 2.47153e-03   8.17026e-07 2.18825e-06 -2.77010e-06
0 33  0 0  0.209716 2     1.32535e-02 -3.87473e-03 -1.69182e-03   1.33443e-02 -3.33937e-03 -1.19444e-03   -7.22692e-06 -1.07998e-05 1.54748e-05
0 34  0 0  0.21143 2     -4.65797e-03 -1.47305e-03 2.29681e-03   -4.72947e-03 -1.30830e-03 2.34169e-03   4.40731e-06 -1.10494e-05 -1.67455e-05
0 35  0 0  0.213364 2     -4.27546e-03 2.92086e-04 -1.10263e-03   -4.38243e-03 3.97513e-05 -1.53611e-03   -2.78788e-06 -4.36838e-05 3.61760e-05
0 36  0 0  0.213569 2     4.66994e-04 3.11816e-03 -1.80729e-03   4.74406e-04 3.72020e-03 -2.17617e-03   1.20069e-05 3.38458e-05 3.91497e-05
0 37  0 0  0.215583 2     7.75644e-03 2.22533e-03 3.31133e-03   7.97165e-03 1.91311e-03 1.93184e-03   -3.05093e-05 5.80458e-06 -2.28160e-05
0 38  0 0  0.215889 2     -5.66447e-03 -4.24565e-03 -8.85908e-04   -5.82746e-03 -2.77942e-03 -4.37383e-04   -2.61760e-05 -2.65632e-05 -7.20266e-06
0 39  0 0  0.216693 2     -2.53832e-03 1.08666e-03 -2.69468e-03   -2.60420e-03 -1.89817e-04 -1.51039e-03   -1.44533e-05 3.17119e-05 3.14038e-05
0 40  0 0  0.217043 2     2.10755e-02 -9.36082e-04 -9.69917e-04   2.12797e-02 -8.17987e-04 -5.08373e-04   6.01485e-06 -2.68971e-05 2.73102e-05
0 41  0 0  0.218874 2     1.34492e-04 1.68642e-03 -1.51814e-03   1.46188e-04 1.65571e-03 -1.51471e-03   -1.37471e-04 1.97572e-05 2.48759e-05
0 42  0 0  0.219974 2     -6.22789e-04 1.95179e-04 -3.17560e-04   -7.51745e-04 1.94033e-04 -4.22177e-04   -1.05877e-05 6.49326e-06 6.62277e-07
1 4  0 0  0.0563114 2     -3.96044e+00 8.48570e-01 9.60519e-01   -3.93292e+00 8.44896e-01 9.56336e-01   -1.64361e-05 -1.21301e-04 3.59995e-05
1 5  0 0  0.060676 2     -6.82356e-02 -2.25244e+00 1.72939e+00   -6.74563e-02 -2.23807e+00 1.71826e+00   1.48914e-04 1.89345e-04 1.45823e-04
1 6  0 0  0.0608745 2     9.05335e-01 1.62094e+00 2.14641e+00   8.94779e-01 1.61047e+00 2.13249e+00   -2.77037e-05 -5.93218e-04 5.45265e-04
1 7  0 0  0.0691139 2     -2.64484e-03 -2.68555e-03 -1.13425e-03   -4.03820e-03 -2.96911e-03 -7.38601e-04   2.61351e-06 -7.47656e-06 5.01887e-06
1 8  0 0  0.0736889 2     1.88306e-01 -4.90962e-02 -5.55532e-02   2.04203e-01 -5.06208e-02 -5.73485e-02   3.08718e-06 6.09610e-06 -3.69849e-06
1 9  0 0  0.0782358 2     -3.98174e-04 7.00645e-03 -3.86335e-03   -3.22487e-04 5.20769e-03 -1.85232e-03   -4.09681e-04 8.24546e-05 9.71538e-05
1 10  0 0  0.103034 2     2.34156e-03 3.24266e-03 4.80531e-03   2.62616e-03 3.43570e-03 4.87685e-03   5.90728e-06 7.84385e-06 8.91790e-06
1 11  0 0  0.10916 2     -1.67199e-03 1.18277e-01 -1.11377e-01   -1.68832e-03 1.21983e-01 -1.14977e-01   -6.77547e-05 -1.11215e-04 -1.46106e-04
1 12  0 0  0.109353 2     -4.27480e-02 -1.03351e-01 -1.08532e-01   -4.29930e-02 -1.06925e-01 -1.12148e-01   3.05596e-06 2.11763e-04 -1.75127e-04
1 13  0 0  0.113834 2     -8.56700e-02 1.64653e-02 1.78382e-02   -9.29043e-02 1.77012e-02 1.92565e-02   -1.92189e-06 -1.01986e-05 -1.38006e-06
1 14  0 0  0.11587 2     -1.16418e-03 -3.51562e-03 -4.50491e-03   -1.10093e-03 -3.63974e-03 -4.58648e-03   -4.35264e-06 1.72084e-05 -1.59330e-05
1 15  0 0  0.119352 2     4.20994e-04 -7.17539e-02 6.40304e-02   4.36579e-04 -7.30758e-02 6.53498e-02   2.95137e-05 4.93834e-05 6.07324e-05
1 16  0 0  0.119469 2     -2.74370e-02 -5.79766e-02 -6.48152e-02   -2.83155e-02 -5.92902e-02 -6.61851e-02   9.02677e-07 9.98807e-05 -8.43887e-05
1 17  0 0  0.121484 2     4.96666e-04 5.71632e-03 -3.90196e-03   5.21301e-04 5.83079e-03 -4.02101e-03   -1.54753e-05 -1.82792e-06 1.08029e-05
1 18  0 0  0.13478 2     -2.09448e-04 2.83747e-03 -6.11529e-03   -1.12187e-04 2.78855e-03 -7.07096e-03   4.95615e-06 -6.29436e-06 6.04512e-05
1 19  0 0  0.134834 2     -1.62506e-04 6.79011e-03 -9.67457e-04   -2.93860e-04 7.76295e-03 -9.56894e-04   1.26379e-05 5.79789e-05 7.71715e-06
1 20  0 0  0.139132 2     7.84417e-02 -1.65079e-02 -1.89817e-02   8.48343e-02 -1.78759e-02 -2.05643e-02   5.82169e-07 -5.14850e-07 5.13644e-06
1 21  0 0  0.144136 2     4.55531e-03 3.36142e-02 -2.15029e-02   4.90560e-03 3.42028e-02 -2.20397e-02   8.26710e-06 3.19547e-05 3.16074e-05
1 22  0 0  0.144378 2     2.35945e-02 1.63078e-02 2.97385e-02   2.54383e-02 1.62233e-02 2.98410e-02   6.70231e-07 1.62328e-05 -2.18049e-05
1 23  0 0  0.148156 2     -1.42256e-02 1.17373e-02 1.33809e-02   -1.85239e-02 1.23935e-02 1.41142e-02   4.56292e-06 1.69003e-05 -8.98127e-06
1 24  0 0  0.148972 2     1.08334e-02 -9.49652e-03 -1.18888e-02   1.46083e-02 -9.93968e-03 -1.24110e-02   2.87122e-06 1.10158e-06 -2.16644e-07
1 25  0 0  0.152296 2     2.72475e-04 2.96779e-03 -2.61026e-03   2.95356e-04 2.55717e-03 -2.23174e-03   5.57297e-05 7.02660e-06 1.43405e-05
1 26  0 0  0.154984 2     -2.31549e-03 -6.15068e-04 -8.31606e-04   -2.19516e-03 -2.23585e-04 -4.73374e-04   1.29931e-05 -8.40126e-06 2.14037e-05
1 27  0 0  0.159572 2     4.54875e-05 1.57601e-02 -1.09079e-02   -1.29249e-04 1.51164e-02 -1.04334e-02   -4.34279e-05 -1.15631e-04 -1.11073e-04
1 28  0 0  0.159811 2     6.42445e-04 1.15614e-02 1.63319e-02   1.00817e-03 1.15533e-02 1.60225e-02   3.46511e-06 -1.20547e-04 1.14357e-04
1 29  0 0  0.162011 2     -8.09530e-03 3.76507e-03 5.93070e-03   -8.60954e-03 4.70160e-03 6.96152e-03   2.84201e-07 -1.13248e-04 1.16131e-04
1 30  0 0  0.162887 2     3.05788e-03 3.49118e-03 -2.51558e-03   3.46906e-03 4.70830e-03 -3.58331e-03   -6.76056e-05 -1.33668e-04 -1.27039e-04
1 31  0 0  0.163167 2     2.99518e-02 -5.02988e-03 -5.00281e-03   3.25733e-02 -4.20843e-03 -3.83630e-03   5.05578e-06 -3.31361e-05 7.08441e-05
1 32  0 0  0.164071 2     1.01678e-03 -1.50183e-03 -2.10308e-03   -3.72608e-04 -1.59422e-03 -2.07745e-03   -1.39953e-05 5.22503e-05 -3.52490e-05
1 33  0 0  0.165347 2     -1.71751e-02 4.46978e-03 5.18509e-03   -1.49698e-02 3.25111e-03 3.78543e-03   -4.56005e-06 6.97669e-06 -1.94429e-06
1 34  0 0  0.167061 2     -5.37167e-04 1.93569e-03 -8.11791e-04   -6.15052e-04 3.04262e-03 -1.98482e-03   -1.50716e-04 4.00579e-05 5.27291e-05
1 35  0 0  0.168995 2     -1.57961e-02 -8.53790e-03 -1.04530e-02   -1.64753e-02 -9.98346e-03 -1.18149e-02   -6.09447e-06 -2.95190e-05 1.18860e-05
1 36  0 0  0.1692 2     1.08226e-03 -1.27866e-02 9.44664e-03   1.20060e-03 -1.39437e-02 1.07278e-02   -2.28453e-05 -2.72240e-05 -4.43026e-05
1 37  0 0  0.171214 2     -2.13318e-03 -2.30533e-03 2.74345e-03   -8.43880e-04 -3.57712e-04 2.24006e-03   -9.06734e-06 -3.60890e-06 -2.42649e-05
1 38  0 0  0.171519 2     6.64714e-03 -3.52960e-03 1.35918e-03   5.10947e-03 -2.25943e-03 -3.96381e-04   -7.43270e-06 -2.42211e-05 -1.66568e-05
1 39  0 0  0.172324 2     2.51323e-03 -2.81425e-03 4.74241e-04   2.38620e-03 -4.03065e-03 1.86407e-03   1.31709e-06 6.77702e-06 9.73092e-06
1 40  0 0  0.172674 2     8.60077e-03 2.50312e-03 2.41314e-03   6.70779e-03 8.80844e-04 7.86618e-04   -4.51690e-06 4.04956e-05 -2.86928e-05
1 41  0 0  0.174505 2     -1.20061e-03 3.45523e-03 -2.04344e-03   -2.24177e-03 4.03332e-03 -2.18727e-03   -1.11722e-05 -8.10066e-06 -9.85294e-06
1 42  0 0  0.175605 2     -4.46992e-04 2.56380e-03 2.04434e-03   4.43643e-03 1.84018e-03 9.69249e-04   -2.05480e-06 -1.25674e-05 7.00387e-06
1 43  0 0  0.18338 2     4.34119e-05 -2.57994e-03 -5.85454e-04   -4.07999e-03 -7.57310e-04 1.47337e-03   9.57986e-06 3.46736e-05 -2.38116e-05
1 44  0 0  0.184142 2     -2.21576e-03 7.56474e-03 -5.66501e-03   -2.62812e-03 5.72183e-03 -3.99861e-03   1.43897e-05 -4.20454e-06 -6.17237e-06
1 45  0 0  0.185867 2     -1.01066e-02 7.08916e-03 1.05879e-02   -1.45569e-02 7.54419e-03 1.07589e-02   -1.29006e-05 -2.20290e-05 8.08270e-06
1 46  0 0  0.186507 2     -1.30839e-02 1.47124e-03 4.79608e-04   -1.33031e-02 1.13144e-03 -3.04703e-04   -1.01397e-05 -2.64483e-06 9.26789e-06
1 47  0 0  0.186955 2     -5.38867e-04 -2.03709e-03 3.90417e-04   -4.93847e-04 -2.71220e-03 5.98303e-04   8.95541e-06 -8.73507e-06 -1.13443e-05
1 48  0 0  0.187738 2     7.14786e-03 -7.93780e-04 1.11872e-03   9.34770e-03 -5.03503e-04 1.42758e-03   -5.44908e-06 -4.45244e-05 3.40012e-05
1 49  0 0  0.192168 2     5.56963e-05 -3.37254e-03 1.90619e-03   7.03075e-05 -2.93208e-03 1.71626e-03   -5.52693e-05 -4.36479e-05 -3.99725e-05
1 50  0 0  0.192759 2     2.24514e-03 4.61487e-03 -2.04460e-03   2.11372e-03 3.88946e-03 -2.02257e-03   7.90899e-06 1.59028e-06 2.57270e-05
1 51  0 0  0.193218 2     1.14700e-02 8.24888e-03 1.09051e-02   1.07379e-02 7.18506e-03 9.60765e-03   -3.99993e-06 8.58549e-06 -1.51534e-05
1 52  0 0  0.193845 2     6.38675e-03 1.03042e-02 -5.13856e-03   6.03665e-03 9.29781e-03 -4.36412e-03   -4.77073e-05 -2.45340e-06 -1.02296e-05
1 53  0 0  0.194286 2     2.90959e-03 -2.15748e-03 1.05956e-02   2.57192e-03 -1.69182e-03 9.90150e-03   3.12398e-05 -1.93565e-07 1.89401e-05
1 54  0 0  0.19565 2     -2.42995e-02 8.81307e-03 1.22681e-02   -2.54317e-02 9.53992e-03 1.34593e-02   8.34071e-06 -2.21626e-05 2.48208e-05
1 55  0 0  0.197098 2     -1.31988e-03 -1.40123e-02 8.95734e-03   -9.80797e-04 -1.44898e-02 9.08271e-03   -4.09466e-05 3.15728e-05 2.84821e-05
1 56  0 0  0.198218 2     8.06989e-03 -6.52950e-03 6.81128e-04   7.79668e-03 -6.10605e-03 7.44969e-05   3.37011e-05 1.32847e-05 -4.09881e-06
1 57  0 0  0.198693 2     -1.03806e-02 -7.51902e-04 6.18906e-03   -9.91471e-03 -7.05300e-04 5.88799e-03   1.28751e-05 -1.41953e-05 1.87806e-05
1 58  0 0  0.199134 2     -6.09086e-03 2.88169e-04 -2.65939e-03   -4.83267e-03 4.15424e-04 -2.46666e-03   8.50393e-07 2.92817e-05 -1.83191e-05
1 59  0 0  0.201081 2     -1.99102e-03 2.46280e-03 -2.19148e-04   -2.03198e-03 2.88903e-03 -7.29843e-04   -1.15480e-05 -3.61734e-06 4.69522e-06
1 60  0 0  0.201846 2     -2.04837e-03 -6.87043e-03 7.43288e-03   -1.89046e-03 -6.91303e-03 7.36245e-03   1.46001e-05 -3.50614e-05 -5.30578e-05
1 61  0 0  0.20208 2     3.81124e-03 -1.95936e-03 -4.73605e-04   3.69439e-03 -1.25755e-03 4.63767e-05   -1.79325e-06 2.84584e-05 -2.36781e-05
1 62  0 0  0.203275 2     -2.42333e-03 6.41829e-03 4.56305e-03   -2.20548e-03 5.82082e-03 3.99841e-03   4.42872e-06 2.63676e-05 -1.77593e-05
1 63  0 0  0.204957 2     -1.24058e-03 7.07877e-03 9.09681e-03   -1.95747e-03 7.15072e-03 9.06457e-03   -2.65027e-06 1.66206e-05 -2.15598e-05
1 64  0 0  0.205632 2     -1.15414e-03 2.57062e-03 -3.91078e-03   -1.00160e-03 2.19589e-03 -3.43743e-03   -1.50374e-05 -2.00845e-05 -1.74663e-05
1 65  0 0  0.207023 2     2.07787e-02 3.02230e-03 4.37544e-03   1.93522e-02 3.84764e-03 5.13166e-03   -4.33898e-07 -1.67396e-05 1.85015e-05
1 66  0 0  0.207902 2     -3.19250e-03 -7.35991e-04 7.75523e-03   -2.73398e-03 -1.87270e-03 8.26874e-03   2.18351e-06 -1.59518e-05 -3.17939e-05
1 67  0 0  0.208333 2     -1.45083e-02 1.24028e-02 1.34407e-02   -1.25308e-02 1.20563e-02 1.22873e-02   -2.75356e-06 3.10697e-05 -1.80319e-05
1 68  0 0  0.209009 2     2.07330e-02 -5.83354e-03 -7.94143e-03   2.14009e-02 -4.81091e-03 -6.48449e-03   2.40652e-06 7.62827e-06 -4.06000e-06
1 69  0 0  0.211997 2     2.91881e-03 -9.58676e-04 2.21842e-03   2.93945e-03 -1.36511e-03 2.28539e-03   -8.95318e-07 -2.33147e-06 -9.21117e-06
1 70  0 0  0.212692 2     5.07958e-03 6.27867e-03 6.52727e-03   6.08302e-03 6.01738e-03 5.50115e-03   -5.50823e-06 2.33548e-05 -1.02918e-05
1 71  0 0  0.213317 2     -4.05077e-04 8.10856e-04 -3.94397e-03   -6.54929e-04 1.17494e-03 -4.02342e-03   -2.20632e-05 1.88544e-05 2.94266e-05
1 72  0 0  0.214339 2     -2.22180e-04 2.00665e-03 2.90192e-03   -1.45765e-03 2.52463e-03 3.26389e-03   8.07862e-06 1.09607e-05 -1.15483e-05
1 73  0 0  0.215011 2     1.49345e-02 -2.66380e-04 -5.31890e-05   1.77513e-02 -1.40611e-03 -1.29064e-03   2.90161e-06 -9.03102e-06 6.38943e-06
1 74  0 0  0.218537 2     4.77323e-04 -9.74301e-03 8.34486e-03   4.23954e-04 -7.67744e-03 6.68350e-03   -2.15852e-05 -1.76608e-05 -1.11013e-05
1 75  0 0  0.219439 2     -4.57583e-04 2.95147e-03 1.17973e-03   -9.95463e-04 2.06919e-03 2.12035e-04   -4.12338e-06 -7.54496e-06 6.26797e-06
1 76  0 0  0.219667 2     1.19526e-02 1.67256e-03 1.29680e-03   1.18248e-02 1.89777e-03 1.61351e-03   -8.54546e-07 2.18987e-05 -2.05912e-05
2 4  0 0  0.0426056 2     -1.67758e-02 -1.76409e-01 1.26987e-01   -1.65951e-02 -1.60598e-01 1.15811e-01   -1.58434e-04 -3.35576e-04 -3.28626e-04
2 5  0 0  0.0469701 2     3.09737e+00 -6.27351e-01 -7.13614e-01   3.07252e+00 -6.17542e-01 -7.04615e-01   1.04894e-04 4.66554e-05 -4.14519e-05
2 6  0 0  0.0471686 2     -1.03542e-01 1.07426e-02 2.87148e-02   -1.02516e-01 7.33377e-03 3.19261e-02   -6.28612e-04 1.32799e-04 1.51558e-04
2 7  0 0  0.0554081 2     -7.12893e-02 2.13748e+00 -2.19327e+00   -7.08148e-02 2.12112e+00 -2.17958e+00   1.85376e-04 5.37546e-04 6.60701e-04
2 8  0 0  0.059983 2     -9.08156e-02 -2.25744e+00 1.58572e+00   -9.11511e-02 -2.25427e+00 1.58341e+00   -1.13964e-04 -3.99244e-04 -4.61572e-04
2 9  0 0  0.06453 2     8.03092e-01 1.89589e+00 1.81970e+00   8.01502e-01 1.87914e+00 1.80622e+00   -4.72465e-05 -4.84017e-04 4.30352e-04
2 10  0 0  0.0893279 2     -3.64411e-04 8.44878e-03 -7.39240e-03   -3.31868e-04 7.71876e-03 -6.50903e-03   -4.54274e-05 -8.92371e-05 -1.25763e-04
2 11  0 0  0.0954546 2     1.11724e-01 -2.33409e-02 -2.55309e-02   1.08327e-01 -2.27491e-02 -2.47509e-02   -5.47723e-06 -8.16730e-06 1.14974e-06
2 12  0 0  0.0956468 2     -1.46536e-02 1.00485e-03 4.80375e-03   -1.41977e-02 1.20564e-03 4.40090e-03   7.06745e-05 -1.34602e-05 -9.80259e-06
2 13  0 0  0.100128 2     2.71437e-03 6.37993e-02 -4.50422e-02   2.73877e-03 6.40482e-02 -4.51323e-02   -9.16953e-05 -1.92144e-04 -1.72985e-04
2 14  0 0  0.102164 2     -9.71781e-04 1.23595e-02 -1.37179e-02   -8.88397e-04 1.10056e-02 -1.25018e-02   -1.15591e-04 -2.21212e-04 -3.20484e-04
2 15  0 0  0.105646 2     -8.24541e-02 2.39022e-02 2.89724e-02   -8.07137e-02 2.35229e-02 2.85259e-02   5.82138e-06 -4.47376e-05 2.16824e-05
2 16  0 0  0.105763 2     -9.29997e-03 2.51404e-03 3.87711e-03   -9.11039e-03 2.46997e-03 3.82526e-03   2.25950e-04 -3.98175e-05 -4.81970e-05
2 17  0 0  0.107778 2     6.03213e-02 9.94328e-02 1.42212e-01   5.97213e-02 9.89058e-02 1.41494e-01   1.21088e-05 -4.41135e-04 4.45751e-04
2 18  0 0  0.121074 2     -2.44357e-02 7.28986e-03 8.12538e-03   -2.42494e-02 7.12031e-03 7.98993e-03   -2.60042e-04 4.10872e-05 7.53843e-05
2 19  0 0  0.121128 2     -3.62019e-02 1.02315e-02 1.03328e-02   -3.59252e-02 1.01193e-02 1.00660e-02   2.63351e-04 -7.36833e-05 -5.64137e-05
2 20  0 0  0.125426 2     -4.58641e-03 -1.00587e-01 7.16532e-02   -4.86005e-03 -1.07092e-01 7.63004e-02   -7.42051e-06 -5.03338e-05 -5.57033e-05
2 21  0 0  0.13043 2     -7.46866e-04 -1.27467e-02 -2.17084e-03   1.68397e-03 -1.37258e-02 -2.69495e-03   -7.44384e-06 -2.39299e-06 1.75678e-06
2 22  0 0  0.130672 2     -8.33573e-04 -2.27619e-02 1.85956e-02   -1.06792e-03 -2.42191e-02 1.98166e-02   -2.24594e-05 7.48088e-06 4.76661e-06
2 23  0 0  0.13445 2     5.27115e-03 9.90410e-03 8.35345e-03   5.48149e-03 1.22400e-02 6.42844e-03   -1.57835e-05 -1.57854e-05 -1.72918e-05
2 24  0 0  0.135266 2     1.78072e-03 -5.86516e-02 5.94207e-02   1.58237e-03 -5.89317e-02 5.95114e-02   1.11974e-05 -4.65390e-06 -1.02311e-05
2 25  0 0  0.13859 2     1.97556e-02 2.26130e-02 1.34743e-02   2.01076e-02 2.12928e-02 1.29844e-02   -1.34104e-06 3.12462e-05 -1.71087e-05
2 26  0 0  0.141278 2     1.57723e-03 2.34790e-02 -2.10173e-02   1.56082e-03 2.33324e-02 -2.09810e-02   1.62237e-05 6.26160e-06 1.09425e-06
2 27  0 0  0.145866 2     -5.13731e-02 1.17031e-02 8.81350e-03   -5.25182e-02 1.09456e-02 7.97928e-03   -1.97630e-06 2.11463e-05 -8.15070e-06
2 28  0 0  0.146105 2     -1.33413e-03 -1.30236e-03 3.26164e-03   -1.24141e-03 -3.37118e-04 2.45144e-03   -9.66026e-06 3.73887e-06 1.15257e-05
2 29  0 0  0.148305 2     1.50371e-03 -4.75569e-03 3.69695e-03   1.55935e-03 -4.59054e-03 3.67674e-03   -7.44791e-05 1.83159e-05 1.91104e-05
2 30  0 0  0.149181 2     4.46788e-03 4.26413e-03 5.03000e-03   2.14056e-03 4.21188e-03 4.88252e-03   -1.81707e-05 -1.84733e-05 2.71972e-05
2 31  0 0  0.149461 2     7.34119e-04 2.02459e-02 -1.33743e-02   1.17460e-03 2.07037e-02 -1.39820e-02   -2.56340e-05 -1.74308e-05 -1.05341e-05
2 32  0 0  0.150365 2     2.72606e-03 -5.17479e-03 7.15021e-03   2.96369e-03 -4.63545e-03 6.51204e-03   5.10169e-05 -8.28281e-06 2.91085e-05
2 33  0 0  0.151641 2     -4.74004e-03 -2.72164e-02 1.67155e-02   -4.62076e-03 -2.67898e-02 1.61664e-02   4.25821e-05 5.24163e-05 3.13369e-05
2 34  0 0  0.153355 2     5.16125e-03 -7.31480e-04 -2.14758e-03   5.73125e-03 -3.10017e-03 -3.96319e-03   -4.06482e-06 -1.00986e-04 6.79923e-05
2 35  0 0  0.155289 2     -1.72190e-03 1.18343e-02 -1.08758e-02   -1.47755e-03 1.19626e-02 -1.09727e-02   1.04234e-04 -1.68884e-05 -2.55649e-05
2 36  0 0  0.155494 2     -1.83328e-02 -7.55628e-04 -1.42596e-03   -1.49881e-02 -2.34887e-03 -2.64188e-03   1.36372e-05 -1.36796e-05 2.46713e-06
2 37  0 0  0.157508 2     2.24531e-02 -4.23620e-03 -2.60925e-02   2.19853e-02 -5.10457e-03 -2.57474e-02   -2.03609e-05 3.28424e-05 -4.15433e-05
2 38  0 0  0.157814 2     2.61877e-02 -1.25594e-02 -7.77816e-03   2.55564e-02 -1.20517e-02 -8.37862e-03   1.30370e-05 2.47409e-05 -2.85780e-05
2 39  0 0  0.158618 2     -3.47526e-02 -5.18419e-03 -4.99581e-03   -3.37461e-02 -6.11071e-03 -6.12308e-03   -1.01487e-05 4.30115e-05 -5.00306e-05
2 40  0 0  0.158968 2     -6.90135e-03 2.76865e-02 -2.06422e-02   -6.76556e-03 2.72426e-02 -2.03773e-02   -8.61416e-06 -2.66364e-05 -2.62371e-05
2 41  0 0  0.1608 2     -1.75651e-02 -2.97182e-02 -4.70313e-02   -1.70954e-02 -2.90885e-02 -4.61888e-02   -4.04606e-06 5.86156e-05 -6.12577e-05
2 42  0 0  0.161899 2     -7.14839e-04 1.62600e-02 -1.69202e-02   -8.41495e-04 1.59883e-02 -1.73628e-02   -2.99530e-05 -2.06829e-05 -2.58029e-05
